"DATE","YEARMODA","Day","Month","Year","Tmin","Tmax"
1959-07-09,195979,9,7,1959,15.7,32
1959-07-10,1959710,10,7,1959,18.1,36
1959-07-11,1959711,11,7,1959,14.4,33.7
1959-07-12,1959712,12,7,1959,12.8,34.6
1959-07-13,1959713,13,7,1959,11.5,28.2
1959-07-14,1959714,14,7,1959,8.6,24.5
1959-07-15,1959715,15,7,1959,10.6,24
1959-07-16,1959716,16,7,1959,9.4,24.1
1959-07-17,1959717,17,7,1959,14.3,26.3
1959-07-18,1959718,18,7,1959,12.2,27
1959-07-19,1959719,19,7,1959,14.4,30
1959-07-20,1959720,20,7,1959,13.5,28.6
1959-07-21,1959721,21,7,1959,13.2,27.4
1959-07-22,1959722,22,7,1959,12.4,26.8
1959-07-23,1959723,23,7,1959,9.3,27.1
1959-07-24,1959724,24,7,1959,11.2,27.6
1959-07-25,1959725,25,7,1959,13.4,27.5
1959-07-26,1959726,26,7,1959,13.4,26.8
1959-07-27,1959727,27,7,1959,13,25.8
1959-07-28,1959728,28,7,1959,12.6,30.3
1959-07-29,1959729,29,7,1959,9.2,25.7
1959-07-30,1959730,30,7,1959,10.7,21.4
1959-07-31,1959731,31,7,1959,11.8,19.6
1959-08-01,195981,1,8,1959,13.2,16.9
1959-08-02,195982,2,8,1959,11.8,20.7
1959-08-03,195983,3,8,1959,12.5,19.6
1959-08-04,195984,4,8,1959,11.8,19.4
1959-08-05,195985,5,8,1959,8.7,19.8
1959-08-06,195986,6,8,1959,12.9,20.5
1959-08-07,195987,7,8,1959,9.9,19.9
1959-08-08,195988,8,8,1959,16.7,24.6
1959-08-09,195989,9,8,1959,10.7,28
1959-08-10,1959810,10,8,1959,13.8,27.2
1959-08-11,1959811,11,8,1959,15.3,28.3
1959-08-12,1959812,12,8,1959,14.3,21.8
1959-08-13,1959813,13,8,1959,11.6,23.2
1959-08-14,1959814,14,8,1959,13.9,23.9
1959-08-15,1959815,15,8,1959,14.5,23
1959-08-16,1959816,16,8,1959,10.2,19.8
1959-08-17,1959817,17,8,1959,10.6,20.9
1959-08-18,1959818,18,8,1959,6.5,19.7
1959-08-19,1959819,19,8,1959,10.2,26.1
1959-08-20,1959820,20,8,1959,11.9,27.9
1959-08-21,1959821,21,8,1959,12.6,28
1959-08-22,1959822,22,8,1959,14.6,26.8
1959-08-23,1959823,23,8,1959,10.4,25.2
1959-08-24,1959824,24,8,1959,10.4,25.6
1959-08-25,1959825,25,8,1959,12.8,26.7
1959-08-26,1959826,26,8,1959,15.4,27
1959-08-27,1959827,27,8,1959,11.5,26.1
1959-08-28,1959828,28,8,1959,5.3,21.2
1959-08-29,1959829,29,8,1959,3.5,22
1959-08-30,1959830,30,8,1959,5.5,18
1959-08-31,1959831,31,8,1959,5.3,18.3
1959-09-01,195991,1,9,1959,3,20.2
1959-09-02,195992,2,9,1959,2.1,20.5
1959-09-03,195993,3,9,1959,1.7,21.5
1959-09-04,195994,4,9,1959,3.9,22.9
1959-09-05,195995,5,9,1959,7.1,24.3
1959-09-06,195996,6,9,1959,5,26
1959-09-07,195997,7,9,1959,4.4,24.7
1959-09-08,195998,8,9,1959,3.9,23.5
1959-09-09,195999,9,9,1959,4.2,24.3
1959-09-10,1959910,10,9,1959,6.3,25.5
1959-09-11,1959911,11,9,1959,8.8,27.4
1959-09-12,1959912,12,9,1959,12.1,29.6
1959-09-13,1959913,13,9,1959,10.9,30.2
1959-09-14,1959914,14,9,1959,7.8,23
1959-09-15,1959915,15,9,1959,2.1,21.5
1959-09-16,1959916,16,9,1959,8,25.6
1959-09-17,1959917,17,9,1959,7.9,21
1959-09-18,1959918,18,9,1959,0.2,18.9
1959-09-19,1959919,19,9,1959,0.5,19.9
1959-09-20,1959920,20,9,1959,2.2,22
1959-09-21,1959921,21,9,1959,4,23.3
1959-09-22,1959922,22,9,1959,9,26.2
1959-09-23,1959923,23,9,1959,10.5,17.8
1959-09-24,1959924,24,9,1959,9,12.9
1959-09-25,1959925,25,9,1959,3.5,18
1959-09-26,1959926,26,9,1959,6.5,21.4
1959-09-27,1959927,27,9,1959,11.7,22.6
1959-09-28,1959928,28,9,1959,0,22.4
1959-09-29,1959929,29,9,1959,3.3,19.2
1959-09-30,1959930,30,9,1959,4.9,19.7
1959-10-01,1959101,1,10,1959,2.5,19.4
1959-10-02,1959102,2,10,1959,8.3,22.1
1959-10-03,1959103,3,10,1959,1.6,18.6
1959-10-04,1959104,4,10,1959,3.5,23.7
1959-10-05,1959105,5,10,1959,4.5,22
1959-10-06,1959106,6,10,1959,1.5,18.1
1959-10-07,1959107,7,10,1959,3.2,17.8
1959-10-08,1959108,8,10,1959,0.2,20.5
1959-10-09,1959109,9,10,1959,0.6,20.6
1959-10-10,19591010,10,10,1959,5.2,21
1959-10-11,19591011,11,10,1959,7.8,22
1959-10-12,19591012,12,10,1959,6.4,17.2
1959-10-13,19591013,13,10,1959,4.5,16.6
1959-10-14,19591014,14,10,1959,2.5,19
1959-10-15,19591015,15,10,1959,-2,18
1959-10-16,19591016,16,10,1959,0.3,17
1959-10-17,19591017,17,10,1959,3.2,18
1959-10-18,19591018,18,10,1959,5.2,19.2
1959-10-19,19591019,19,10,1959,6.5,18
1959-10-20,19591020,20,10,1959,5.5,17.3
1959-10-21,19591021,21,10,1959,5,13
1959-10-22,19591022,22,10,1959,6.7,13.4
1959-10-23,19591023,23,10,1959,6.9,14.6
1959-10-24,19591024,24,10,1959,6.9,13.7
1959-10-25,19591025,25,10,1959,3.1,17
1959-10-26,19591026,26,10,1959,1,11.6
1959-10-27,19591027,27,10,1959,5.1,13
1959-10-28,19591028,28,10,1959,5.2,13.3
1959-10-29,19591029,29,10,1959,-3,9.5
1959-10-30,19591030,30,10,1959,-1.5,7.2
1959-10-31,19591031,31,10,1959,2.9,6.5
1959-11-01,1959111,1,11,1959,4.4,8.9
1959-11-02,1959112,2,11,1959,4.4,7.9
1959-11-03,1959113,3,11,1959,0.5,12
1959-11-04,1959114,4,11,1959,-0.7,10.5
1959-11-05,1959115,5,11,1959,0.7,7
1959-11-06,1959116,6,11,1959,-1.2,5.8
1959-11-07,1959117,7,11,1959,0.9,4.9
1959-11-08,1959118,8,11,1959,-0.6,5
1959-11-09,1959119,9,11,1959,-1.2,5.2
1959-11-10,19591110,10,11,1959,-0.3,6
1959-11-11,19591111,11,11,1959,2.9,8
1959-11-12,19591112,12,11,1959,0.6,6.4
1959-11-13,19591113,13,11,1959,0.4,5.1
1959-11-14,19591114,14,11,1959,1,7.2
1959-11-15,19591115,15,11,1959,3,7.3
1959-11-16,19591116,16,11,1959,2.9,9.3
1959-11-17,19591117,17,11,1959,-0.7,9.6
1959-11-18,19591118,18,11,1959,-0.6,6.8
1959-11-19,19591119,19,11,1959,5.3,12.8
1959-11-20,19591120,20,11,1959,6.8,13.1
1959-11-21,19591121,21,11,1959,1.6,13.8
1959-11-22,19591122,22,11,1959,0.3,9.6
1959-11-23,19591123,23,11,1959,0,6
1959-11-24,19591124,24,11,1959,-2.6,5.4
1959-11-25,19591125,25,11,1959,-4,1.2
1959-11-26,19591126,26,11,1959,-2.6,0.7
1959-11-27,19591127,27,11,1959,-2.2,3.5
1959-11-28,19591128,28,11,1959,2.7,9.6
1959-11-29,19591129,29,11,1959,4,7.8
1959-11-30,19591130,30,11,1959,3,10.5
1959-12-01,1959121,1,12,1959,1.2,7.2
1959-12-02,1959122,2,12,1959,1.4,3
1959-12-03,1959123,3,12,1959,2,6.4
1959-12-04,1959124,4,12,1959,3.8,7.5
1959-12-05,1959125,5,12,1959,3,7.8
1959-12-06,1959126,6,12,1959,-1.2,7.4
1959-12-07,1959127,7,12,1959,-7,2
1959-12-08,1959128,8,12,1959,2.3,3.2
1959-12-09,1959129,9,12,1959,1.1,4.5
1959-12-10,19591210,10,12,1959,0,6.6
1959-12-11,19591211,11,12,1959,-0.7,3.3
1959-12-12,19591212,12,12,1959,-0.9,2.5
1959-12-13,19591213,13,12,1959,-0.1,0.8
1959-12-14,19591214,14,12,1959,0.9,2.5
1959-12-15,19591215,15,12,1959,-3,3
1959-12-16,19591216,16,12,1959,-3.4,1.3
1959-12-17,19591217,17,12,1959,1.1,4.7
1959-12-18,19591218,18,12,1959,-0.1,8.9
1959-12-19,19591219,19,12,1959,4.5,9.6
1959-12-20,19591220,20,12,1959,3.5,9.8
1959-12-21,19591221,21,12,1959,2.1,10
1959-12-22,19591222,22,12,1959,1.3,5.9
1959-12-23,19591223,23,12,1959,2,6.7
1959-12-24,19591224,24,12,1959,1.5,9.5
1959-12-25,19591225,25,12,1959,3.5,7.4
1959-12-26,19591226,26,12,1959,5.5,9.9
1959-12-27,19591227,27,12,1959,5.5,10.5
1959-12-28,19591228,28,12,1959,4,9.5
1959-12-29,19591229,29,12,1959,3.8,7
1959-12-30,19591230,30,12,1959,3.6,10.6
1959-12-31,19591231,31,12,1959,5.5,10.5
1960-01-01,196011,1,1,1960,5.5,10.6
1960-01-02,196012,2,1,1960,8,11.1
1960-01-03,196013,3,1,1960,6.5,9.6
1960-01-04,196014,4,1,1960,1.9,10.7
1960-01-05,196015,5,1,1960,2.6,10.7
1960-01-06,196016,6,1,1960,2.5,5.4
1960-01-07,196017,7,1,1960,2.7,5.1
1960-01-08,196018,8,1,1960,3.8,5
1960-01-09,196019,9,1,1960,-4.5,-3
1960-01-10,1960110,10,1,1960,-7.5,-1.4
1960-01-11,1960111,11,1,1960,-6.5,0
1960-01-12,1960112,12,1,1960,-11.6,-0.3
1960-01-13,1960113,13,1,1960,-12,-4.5
1960-01-14,1960114,14,1,1960,-18.6,-4.1
1960-01-15,1960115,15,1,1960,-24,-6.2
1960-01-16,1960116,16,1,1960,-22.6,-1.3
1960-01-17,1960117,17,1,1960,-9.2,-1
1960-01-18,1960118,18,1,1960,-13.2,-3.4
1960-01-19,1960119,19,1,1960,-1.4,4
1960-01-20,1960120,20,1,1960,-1,4
1960-01-21,1960121,21,1,1960,-0.4,6.3
1960-01-22,1960122,22,1,1960,1.3,9.1
1960-01-23,1960123,23,1,1960,3.4,12.5
1960-01-24,1960124,24,1,1960,3.8,13.4
1960-01-25,1960125,25,1,1960,5.3,13.3
1960-01-26,1960126,26,1,1960,3.7,13.3
1960-01-27,1960127,27,1,1960,3.9,12.5
1960-01-28,1960128,28,1,1960,4.6,13.2
1960-01-29,1960129,29,1,1960,3,12
1960-01-30,1960130,30,1,1960,2.4,12.2
1960-01-31,1960131,31,1,1960,-0.5,9.3
1960-02-01,196021,1,2,1960,-0.1,2.5
1960-02-02,196022,2,2,1960,2.1,6.4
1960-02-03,196023,3,2,1960,2.9,8.4
1960-02-04,196024,4,2,1960,2.6,9.2
1960-02-05,196025,5,2,1960,2.4,3.9
1960-02-06,196026,6,2,1960,-6.6,4.5
1960-02-07,196027,7,2,1960,-7.5,1.5
1960-02-08,196028,8,2,1960,-8,2
1960-02-09,196029,9,2,1960,-7,2.5
1960-02-10,1960210,10,2,1960,-1.5,2
1960-02-11,1960211,11,2,1960,0,2.5
1960-02-12,1960212,12,2,1960,0,4
1960-02-13,1960213,13,2,1960,-0.5,1.5
1960-02-14,1960214,14,2,1960,1,6.4
1960-02-15,1960215,15,2,1960,-0.5,6
1960-02-16,1960216,16,2,1960,-1.5,2.6
1960-02-17,1960217,17,2,1960,-5.3,2
1960-02-18,1960218,18,2,1960,-4.6,1.4
1960-02-19,1960219,19,2,1960,0.6,5.6
1960-02-20,1960220,20,2,1960,1.3,5.4
1960-02-21,1960221,21,2,1960,0,7.9
1960-02-22,1960222,22,2,1960,1.5,8
1960-02-23,1960223,23,2,1960,1.2,1.3
1960-02-24,1960224,24,2,1960,0.5,6
1960-02-25,1960225,25,2,1960,1.5,2
1960-02-26,1960226,26,2,1960,1.5,9.5
1960-02-27,1960227,27,2,1960,5,14.5
1960-02-28,1960228,28,2,1960,1.4,3.6
1960-02-29,1960229,29,2,1960,6.119500818,15.26012752
1960-03-01,196031,1,3,1960,8.5,14
1960-03-02,196032,2,3,1960,9.5,16
1960-03-03,196033,3,3,1960,6,15.6
1960-03-04,196034,4,3,1960,4.5,14
1960-03-05,196035,5,3,1960,-1,13
1960-03-06,196036,6,3,1960,3,13
1960-03-07,196037,7,3,1960,3,4
1960-03-08,196038,8,3,1960,2.5,1
1960-03-09,196039,9,3,1960,-1,5
1960-03-10,1960310,10,3,1960,2,9.5
1960-03-11,1960311,11,3,1960,1.5,8
1960-03-12,1960312,12,3,1960,2,7
1960-03-13,1960313,13,3,1960,4,11
1960-03-14,1960314,14,3,1960,0.1,11
1960-03-15,1960315,15,3,1960,0.6,12
1960-03-16,1960316,16,3,1960,-0.4,12
1960-03-17,1960317,17,3,1960,0.2,3.3
1960-03-18,1960318,18,3,1960,2.5,4
1960-03-19,1960319,19,3,1960,1,7
1960-03-20,1960320,20,3,1960,1,6.4
1960-03-21,1960321,21,3,1960,-1,6.9
1960-03-22,1960322,22,3,1960,2.5,8.5
1960-03-23,1960323,23,3,1960,-2,14.5
1960-03-24,1960324,24,3,1960,3.3,14.6
1960-03-25,1960325,25,3,1960,3.4,12
1960-03-26,1960326,26,3,1960,5,15
1960-03-27,1960327,27,3,1960,6.6,16.4
1960-03-28,1960328,28,3,1960,7,11.5
1960-03-29,1960329,29,3,1960,5.5,14
1960-03-30,1960330,30,3,1960,5.4,9.2
1960-03-31,1960331,31,3,1960,5.1,13.1
1960-04-01,196041,1,4,1960,5.2,7.8
1960-04-02,196042,2,4,1960,5.5,18.2
1960-04-03,196043,3,4,1960,7.5,18.7
1960-04-04,196044,4,4,1960,7,8
1960-04-05,196045,5,4,1960,4.5,17.4
1960-04-06,196046,6,4,1960,4,21.6
1960-04-07,196047,7,4,1960,7.6,22
1960-04-08,196048,8,4,1960,11.4,17
1960-04-09,196049,9,4,1960,13.5,18
1960-04-10,1960410,10,4,1960,10.5,8.1
1960-04-11,1960411,11,4,1960,4.9,11.2
1960-04-12,1960412,12,4,1960,3.6,11.6
1960-04-13,1960413,13,4,1960,3.1,16.5
1960-04-14,1960414,14,4,1960,7,13.2
1960-04-15,1960415,15,4,1960,3.2,12
1960-04-16,1960416,16,4,1960,1.1,9
1960-04-17,1960417,17,4,1960,2.7,10.2
1960-04-18,1960418,18,4,1960,4.3,7
1960-04-19,1960419,19,4,1960,5.4,18.8
1960-04-20,1960420,20,4,1960,7.4,20.6
1960-04-21,1960421,21,4,1960,2.2,15.3
1960-04-22,1960422,22,4,1960,3.8,10.6
1960-04-23,1960423,23,4,1960,3.8,12.3
1960-04-24,1960424,24,4,1960,9.3,10.2
1960-04-25,1960425,25,4,1960,9.3,8
1960-04-26,1960426,26,4,1960,2.9,8.5
1960-04-27,1960427,27,4,1960,4,7.4
1960-04-28,1960428,28,4,1960,2.7,2.9
1960-04-29,1960429,29,4,1960,3,8.5
1960-04-30,1960430,30,4,1960,3.5,14.5
1960-05-01,196051,1,5,1960,5,6.5
1960-05-02,196052,2,5,1960,-0.5,3.5
1960-05-03,196053,3,5,1960,1,14.5
1960-05-04,196054,4,5,1960,1.5,17.3
1960-05-05,196055,5,5,1960,1.9,20.5
1960-05-06,196056,6,5,1960,2.5,21.1
1960-05-07,196057,7,5,1960,7,23
1960-05-08,196058,8,5,1960,6,23.5
1960-05-09,196059,9,5,1960,6,22.5
1960-05-10,1960510,10,5,1960,9,26.9
1960-05-11,1960511,11,5,1960,8.1,22.5
1960-05-12,1960512,12,5,1960,10.5,23.9
1960-05-13,1960513,13,5,1960,12.6,24.4
1960-05-14,1960514,14,5,1960,12.5,16.5
1960-05-15,1960515,15,5,1960,10.5,22.4
1960-05-16,1960516,16,5,1960,9.5,22.1
1960-05-17,1960517,17,5,1960,13.5,16.5
1960-05-18,1960518,18,5,1960,10.9,19.4
1960-05-19,1960519,19,5,1960,11.6,15.9
1960-05-20,1960520,20,5,1960,8.8,18.5
1960-05-21,1960521,21,5,1960,7.5,17.5
1960-05-22,1960522,22,5,1960,8.5,23.9
1960-05-23,1960523,23,5,1960,5.9,19.1
1960-05-24,1960524,24,5,1960,10.6,15.1
1960-05-25,1960525,25,5,1960,4.2,16.3
1960-05-26,1960526,26,5,1960,4.5,18.4
1960-05-27,1960527,27,5,1960,4.6,21
1960-05-28,1960528,28,5,1960,13.5,12.5
1960-05-29,1960529,29,5,1960,14.5,10.2
1960-05-30,1960530,30,5,1960,7,12.5
1960-05-31,1960531,31,5,1960,3,17
1960-06-01,196061,1,6,1960,5,21
1960-06-02,196062,2,6,1960,7.5,24.5
1960-06-03,196063,3,6,1960,8.5,24
1960-06-04,196064,4,6,1960,10.2,25
1960-06-05,196065,5,6,1960,13.1,26
1960-06-06,196066,6,6,1960,8,26
1960-06-07,196067,7,6,1960,13.2,19.6
1960-06-08,196068,8,6,1960,7.3,23.5
1960-06-09,196069,9,6,1960,13.6,18.2
1960-06-10,1960610,10,6,1960,10.5,14
1960-06-11,1960611,11,6,1960,9.9,20.1
1960-06-12,1960612,12,6,1960,14,20.5
1960-06-13,1960613,13,6,1960,12.9,20.5
1960-06-14,1960614,14,6,1960,9.6,18
1960-06-15,1960615,15,6,1960,7.5,18.5
1960-06-16,1960616,16,6,1960,4,21.8
1960-06-17,1960617,17,6,1960,13.2,23.2
1960-06-18,1960618,18,6,1960,18,27.2
1960-06-19,1960619,19,6,1960,16.4,20
1960-06-20,1960620,20,6,1960,11,16.5
1960-06-21,1960621,21,6,1960,10.8,15.5
1960-06-22,1960622,22,6,1960,12,29.5
1960-06-23,1960623,23,6,1960,9.5,24
1960-06-24,1960624,24,6,1960,15,27.5
1960-06-25,1960625,25,6,1960,15.3,27
1960-06-26,1960626,26,6,1960,13,27
1960-06-27,1960627,27,6,1960,12.8,17.5
1960-06-28,1960628,28,6,1960,9.8,17.4
1960-06-29,1960629,29,6,1960,8.5,15.4
1960-06-30,1960630,30,6,1960,8.2,16
1960-07-01,196071,1,7,1960,6.6,15
1960-07-02,196072,2,7,1960,3.7,18.5
1960-07-03,196073,3,7,1960,9,14.6
1960-07-04,196074,4,7,1960,8.2,18
1960-07-05,196075,5,7,1960,11.9,19.5
1960-07-06,196076,6,7,1960,13.6,19.2
1960-07-07,196077,7,7,1960,11.8,20.5
1960-07-08,196078,8,7,1960,9.9,17.5
1960-07-09,196079,9,7,1960,10.6,18
1960-07-10,1960710,10,7,1960,12,18
1960-07-11,1960711,11,7,1960,14.5,21.5
1960-07-12,1960712,12,7,1960,12,20
1960-07-13,1960713,13,7,1960,10,22
1960-07-14,1960714,14,7,1960,12.4,24.8
1960-07-15,1960715,15,7,1960,10.4,21.2
1960-07-16,1960716,16,7,1960,10,21.2
1960-07-17,1960717,17,7,1960,7.9,20.5
1960-07-18,1960718,18,7,1960,14.4,22.3
1960-07-19,1960719,19,7,1960,14.6,23
1960-07-20,1960720,20,7,1960,11.2,22
1960-07-21,1960721,21,7,1960,11.3,19.3
1960-07-22,1960722,22,7,1960,10.9,19.6
1960-07-23,1960723,23,7,1960,7.5,16
1960-07-24,1960724,24,7,1960,8.5,19.5
1960-07-25,1960725,25,7,1960,4.8,20.4
1960-07-26,1960726,26,7,1960,13.3,20.5
1960-07-27,1960727,27,7,1960,13.7,19
1960-07-28,1960728,28,7,1960,7.2,19.9
1960-07-29,1960729,29,7,1960,13.7,25
1960-07-30,1960730,30,7,1960,14.5,24.2
1960-07-31,1960731,31,7,1960,4.4,19
1960-08-01,196081,1,8,1960,12.8,19.2
1960-08-02,196082,2,8,1960,12.3,16.7
1960-08-03,196083,3,8,1960,9,20.1
1960-08-04,196084,4,8,1960,9.6,22.8
1960-08-05,196085,5,8,1960,0,22.5
1960-08-06,196086,6,8,1960,13.3,21.5
1960-08-07,196087,7,8,1960,5,21.2
1960-08-08,196088,8,8,1960,9,23.1
1960-08-09,196089,9,8,1960,13.4,19.8
1960-08-10,1960810,10,8,1960,10.5,17.5
1960-08-11,1960811,11,8,1960,13.1,19.7
1960-08-12,1960812,12,8,1960,14.3,20
1960-08-13,1960813,13,8,1960,10,10
1960-08-14,1960814,14,8,1960,12,17.5
1960-08-15,1960815,15,8,1960,9.4,18.7
1960-08-16,1960816,16,8,1960,9.4,20.5
1960-08-17,1960817,17,8,1960,0.6,20.8
1960-08-18,1960818,18,8,1960,13.3,21.9
1960-08-19,1960819,19,8,1960,13.7,10.3
1960-08-20,1960820,20,8,1960,10,21
1960-08-21,1960821,21,8,1960,15,20
1960-08-22,1960822,22,8,1960,12.7,27.5
1960-08-23,1960823,23,8,1960,16.5,27.5
1960-08-24,1960824,24,8,1960,15,26.5
1960-08-25,1960825,25,8,1960,10.5,16.6
1960-08-26,1960826,26,8,1960,16.4,23.5
1960-08-27,1960827,27,8,1960,15.3,23.8
1960-08-28,1960828,28,8,1960,15.6,21.7
1960-08-29,1960829,29,8,1960,13.5,20
1960-08-30,1960830,30,8,1960,13,27.7
1960-08-31,1960831,31,8,1960,12.2,15.1
1960-09-01,196091,1,9,1960,12,17.6
1960-09-02,196092,2,9,1960,12.4,17.6
1960-09-03,196093,3,9,1960,12,20.8
1960-09-04,196094,4,9,1960,13,18.8
1960-09-05,196095,5,9,1960,9.6,16
1960-09-06,196096,6,9,1960,7,14
1960-09-07,196097,7,9,1960,7,12.6
1960-09-08,196098,8,9,1960,10.2,10.5
1960-09-09,196099,9,9,1960,6,20.6
1960-09-10,1960910,10,9,1960,0.4,22.5
1960-09-11,1960911,11,9,1960,0,21
1960-09-12,1960912,12,9,1960,0,23
1960-09-13,1960913,13,9,1960,0,24
1960-09-14,1960914,14,9,1960,10.3,20.8
1960-09-15,1960915,15,9,1960,11.3,19.4
1960-09-16,1960916,16,9,1960,13.5,21.5
1960-09-17,1960917,17,9,1960,10.5,17.8
1960-09-18,1960918,18,9,1960,7,20
1960-09-19,1960919,19,9,1960,11.3,17.2
1960-09-20,1960920,20,9,1960,11.5,17.5
1960-09-21,1960921,21,9,1960,11,10.7
1960-09-22,1960922,22,9,1960,9,17.6
1960-09-23,1960923,23,9,1960,0.2,16
1960-09-24,1960924,24,9,1960,9,18.8
1960-09-25,1960925,25,9,1960,5.2,17.2
1960-09-26,1960926,26,9,1960,6.4,14.3
1960-09-27,1960927,27,9,1960,-3.4,14.1
1960-09-28,1960928,28,9,1960,1,13.2
1960-09-29,1960929,29,9,1960,7.5,14
1960-09-30,1960930,30,9,1960,0.4,12.7
1960-10-01,1960101,1,10,1960,6.1,17
1960-10-02,1960102,2,10,1960,-0.5,18.9
1960-10-03,1960103,3,10,1960,0.9,17.6
1960-10-04,1960104,4,10,1960,12.3,17.1
1960-10-05,1960105,5,10,1960,9.9,18.5
1960-10-06,1960106,6,10,1960,-1.6,17.5
1960-10-07,1960107,7,10,1960,7,14
1960-10-08,1960108,8,10,1960,0,11
1960-10-09,1960109,9,10,1960,3.5,16.1
1960-10-10,19601010,10,10,1960,9.7,12.8
1960-10-11,19601011,11,10,1960,9.6,13.1
1960-10-12,19601012,12,10,1960,5.9,8.3
1960-10-13,19601013,13,10,1960,3.2,10.1
1960-10-14,19601014,14,10,1960,-1.3,11.1
1960-10-15,19601015,15,10,1960,0,9.9
1960-10-16,19601016,16,10,1960,-0.6,7.3
1960-10-17,19601017,17,10,1960,4.9,9.6
1960-10-18,19601018,18,10,1960,6,8.6
1960-10-19,19601019,19,10,1960,5.3,8
1960-10-20,19601020,20,10,1960,3.5,14.1
1960-10-21,19601021,21,10,1960,4.2,14
1960-10-22,19601022,22,10,1960,4,14.1
1960-10-23,19601023,23,10,1960,4,14.9
1960-10-24,19601024,24,10,1960,4,14.7
1960-10-25,19601025,25,10,1960,1.8,12.4
1960-10-26,19601026,26,10,1960,0.4,11.8
1960-10-27,19601027,27,10,1960,5.6,13.2
1960-10-28,19601028,28,10,1960,5.1,13.5
1960-10-29,19601029,29,10,1960,3.5,10.8
1960-10-30,19601030,30,10,1960,6.2,11
1960-10-31,19601031,31,10,1960,9,14
1960-11-01,1960111,1,11,1960,7.5,14.9
1960-11-02,1960112,2,11,1960,10.1,14.4
1960-11-03,1960113,3,11,1960,7.2,14.1
1960-11-04,1960114,4,11,1960,10.1,14.2
1960-11-05,1960115,5,11,1960,3.8,9.5
1960-11-06,1960116,6,11,1960,3.6,14.5
1960-11-07,1960117,7,11,1960,3.2,14.4
1960-11-08,1960118,8,11,1960,-0.2,9.4
1960-11-09,1960119,9,11,1960,-2.2,14.3
1960-11-10,19601110,10,11,1960,-1.6,19
1960-11-11,19601111,11,11,1960,-2,10
1960-11-12,19601112,12,11,1960,-4,12
1960-11-13,19601113,13,11,1960,4.2,9.8
1960-11-14,19601114,14,11,1960,3,9.7
1960-11-15,19601115,15,11,1960,3.4,11.7
1960-11-16,19601116,16,11,1960,7,9.8
1960-11-17,19601117,17,11,1960,1.5,7.8
1960-11-18,19601118,18,11,1960,6,9
1960-11-19,19601119,19,11,1960,5.5,6
1960-11-20,19601120,20,11,1960,-2,8.5
1960-11-21,19601121,21,11,1960,6,8
1960-11-22,19601122,22,11,1960,6,13.5
1960-11-23,19601123,23,11,1960,8,11
1960-11-24,19601124,24,11,1960,6,10
1960-11-25,19601125,25,11,1960,7,14
1960-11-26,19601126,26,11,1960,9.5,13
1960-11-27,19601127,27,11,1960,9,12
1960-11-28,19601128,28,11,1960,-2.5,6.5
1960-11-29,19601129,29,11,1960,-1.4,7
1960-11-30,19601130,30,11,1960,3,9
1960-12-01,1960121,1,12,1960,3,9.2
1960-12-02,1960122,2,12,1960,7,10
1960-12-03,1960123,3,12,1960,5,12
1960-12-04,1960124,4,12,1960,7.5,12
1960-12-05,1960125,5,12,1960,5.5,8
1960-12-06,1960126,6,12,1960,3,8.2
1960-12-07,1960127,7,12,1960,3,6.1
1960-12-08,1960128,8,12,1960,2.2,7
1960-12-09,1960129,9,12,1960,-0.3,7
1960-12-10,19601210,10,12,1960,-2,0.5
1960-12-11,19601211,11,12,1960,-0.5,0
1960-12-12,19601212,12,12,1960,-4,1.5
1960-12-13,19601213,13,12,1960,-3,4
1960-12-14,19601214,14,12,1960,-3,-1.5
1960-12-15,19601215,15,12,1960,-2,1.5
1960-12-16,19601216,16,12,1960,-1.5,1.5
1960-12-17,19601217,17,12,1960,-0.5,-0.5
1960-12-18,19601218,18,12,1960,-3,-2
1960-12-19,19601219,19,12,1960,-3,2.2
1960-12-20,19601220,20,12,1960,1,6
1960-12-21,19601221,21,12,1960,3.5,4
1960-12-22,19601222,22,12,1960,1.5,3.5
1960-12-23,19601223,23,12,1960,1,3
1960-12-24,19601224,24,12,1960,-1,3.5
1960-12-25,19601225,25,12,1960,-4.5,3
1960-12-26,19601226,26,12,1960,2,6.5
1960-12-27,19601227,27,12,1960,2,6
1960-12-28,19601228,28,12,1960,-0.5,4.2
1960-12-29,19601229,29,12,1960,-1,4
1960-12-30,19601230,30,12,1960,-2,2.6
1960-12-31,19601231,31,12,1960,-1.5,5.5
1961-01-01,196111,1,1,1961,-1.2,5
1961-01-02,196112,2,1,1961,3,8
1961-01-03,196113,3,1,1961,7,7
1961-01-04,196114,4,1,1961,5,7
1961-01-05,196115,5,1,1961,4,4.5
1961-01-06,196116,6,1,1961,-3,5
1961-01-07,196117,7,1,1961,-0.5,5.4
1961-01-08,196118,8,1,1961,4,7
1961-01-09,196119,9,1,1961,4.5,5
1961-01-10,1961110,10,1,1961,4,5
1961-01-11,1961111,11,1,1961,2,2.5
1961-01-12,1961112,12,1,1961,3,0
1961-01-13,1961113,13,1,1961,4,3
1961-01-14,1961114,14,1,1961,1.5,5.7
1961-01-15,1961115,15,1,1961,-2,3
1961-01-16,1961116,16,1,1961,-6.5,2
1961-01-17,1961117,17,1,1961,-5.3,2.5
1961-01-18,1961118,18,1,1961,-5.5,-1.4
1961-01-19,1961119,19,1,1961,-7,-0.5
1961-01-20,1961120,20,1,1961,-7,4
