"DATE","YEARMODA","Day","Month","Year","Tmin","Tmax"
1973-07-21,1973721,21,7,1973,12.5,21
1973-07-22,1973722,22,7,1973,13,21
1973-07-23,1973723,23,7,1973,9.2,17
1973-07-24,1973724,24,7,1973,8,19.2
1973-07-25,1973725,25,7,1973,7.5,20.5
1973-07-26,1973726,26,7,1973,11.7,16.5
1973-07-27,1973727,27,7,1973,10.7,18
1973-07-28,1973728,28,7,1973,11.3,20.7
1973-07-29,1973729,29,7,1973,15,19.4
1973-07-30,1973730,30,7,1973,14,18.2
1973-07-31,1973731,31,7,1973,8,24.9
1973-08-01,197381,1,8,1973,10,27
1973-08-02,197382,2,8,1973,13.4,25.4
1973-08-03,197383,3,8,1973,12.5,24.5
1973-08-04,197384,4,8,1973,15,22.5
1973-08-05,197385,5,8,1973,13.5,22.4
1973-08-06,197386,6,8,1973,13.5,30.1
1973-08-07,197387,7,8,1973,14.8,22.2
1973-08-08,197388,8,8,1973,10,21.5
1973-08-09,197389,9,8,1973,7,25
1973-08-10,1973810,10,8,1973,8.4,28
1973-08-11,1973811,11,8,1973,15,30
1973-08-12,1973812,12,8,1973,13,28.9
1973-08-13,1973813,13,8,1973,11.5,28.5
1973-08-14,1973814,14,8,1973,11.4,28.2
1973-08-15,1973815,15,8,1973,9,28
1973-08-16,1973816,16,8,1973,10.7,29.2
1973-08-17,1973817,17,8,1973,15.3,31.8
1973-08-18,1973818,18,8,1973,15,28
1973-08-19,1973819,19,8,1973,16,29
1973-08-20,1973820,20,8,1973,16.7,26.8
1973-08-21,1973821,21,8,1973,10,21
1973-08-22,1973822,22,8,1973,5.4,22.2
1973-08-23,1973823,23,8,1973,5.4,20.8
1973-08-24,1973824,24,8,1973,10.6,25.1
1973-08-25,1973825,25,8,1973,7.8,25.3
1973-08-26,1973826,26,8,1973,8,26.8
1973-08-27,1973827,27,8,1973,9.2,27.5
1973-08-28,1973828,28,8,1973,15.5,22
1973-08-29,1973829,29,8,1973,13.2,22
1973-08-30,1973830,30,8,1973,13.5,18.2
1973-08-31,1973831,31,8,1973,10,18.5
1973-09-01,197391,1,9,1973,12.5,24.2
1973-09-02,197392,2,9,1973,13,21
1973-09-03,197393,3,9,1973,12,26.7
1973-09-04,197394,4,9,1973,11.5,30
1973-09-05,197395,5,9,1973,19,31.4
1973-09-06,197396,6,9,1973,14.5,30
1973-09-07,197397,7,9,1973,14.5,25.4
1973-09-08,197398,8,9,1973,9,28.5
1973-09-09,197399,9,9,1973,16,23
1973-09-10,1973910,10,9,1973,10,18.4
1973-09-11,1973911,11,9,1973,6.5,17
1973-09-12,1973912,12,9,1973,2.5,18.6
1973-09-13,1973913,13,9,1973,3,18.3
1973-09-14,1973914,14,9,1973,2.6,22.2
1973-09-15,1973915,15,9,1973,4,26
1973-09-16,1973916,16,9,1973,13.5,23.8
1973-09-17,1973917,17,9,1973,13.1,24
1973-09-18,1973918,18,9,1973,9.5,23
1973-09-19,1973919,19,9,1973,11.5,19.2
1973-09-20,1973920,20,9,1973,12,20.7
1973-09-21,1973921,21,9,1973,9.4,16.3
1973-09-22,1973922,22,9,1973,7.7,16.5
1973-09-23,1973923,23,9,1973,6,14.5
1973-09-24,1973924,24,9,1973,3.1,10.8
1973-09-25,1973925,25,9,1973,4.3,15
1973-09-26,1973926,26,9,1973,5.6,15.5
1973-09-27,1973927,27,9,1973,10,15.7
1973-09-28,1973928,28,9,1973,9.5,15.4
1973-09-29,1973929,29,9,1973,9.5,14.2
1973-09-30,1973930,30,9,1973,7,13.3
1973-10-01,1973101,1,10,1973,8.3,14.2
1973-10-02,1973102,2,10,1973,1.8,16.8
1973-10-03,1973103,3,10,1973,0.6,20.5
1973-10-04,1973104,4,10,1973,4.5,19.5
1973-10-05,1973105,5,10,1973,6.2,23.5
1973-10-06,1973106,6,10,1973,4.5,22
1973-10-07,1973107,7,10,1973,10,15.4
1973-10-08,1973108,8,10,1973,9.3,14.8
1973-10-09,1973109,9,10,1973,9.5,16.6
1973-10-10,19731010,10,10,1973,10.6,14.6
1973-10-11,19731011,11,10,1973,0,12
1973-10-12,19731012,12,10,1973,-2,7.5
1973-10-13,19731013,13,10,1973,-2.2,8
1973-10-14,19731014,14,10,1973,1.4,15.6
1973-10-15,19731015,15,10,1973,9.5,12.2
1973-10-16,19731016,16,10,1973,8.4,14.4
1973-10-17,19731017,17,10,1973,2.8,11.2
1973-10-18,19731018,18,10,1973,1.8,7.9
1973-10-19,19731019,19,10,1973,-0.5,9.6
1973-10-20,19731020,20,10,1973,7.7,11.5
1973-10-21,19731021,21,10,1973,6.6,9
1973-10-22,19731022,22,10,1973,3.8,11.2
1973-10-23,19731023,23,10,1973,6.8,11.5
1973-10-24,19731024,24,10,1973,5.2,9.1
1973-10-25,19731025,25,10,1973,-0.5,10
1973-10-26,19731026,26,10,1973,-1.2,11.8
1973-10-27,19731027,27,10,1973,0.5,11
1973-10-28,19731028,28,10,1973,1,15.5
1973-10-29,19731029,29,10,1973,5,8.5
1973-10-30,19731030,30,10,1973,1,9.2
1973-10-31,19731031,31,10,1973,5.6,13.5
1973-11-01,1973111,1,11,1973,2.8,8.5
1973-11-02,1973112,2,11,1973,0.6,11.7
1973-11-03,1973113,3,11,1973,1.5,8
1973-11-04,1973114,4,11,1973,3.9,14
1973-11-05,1973115,5,11,1973,4.7,14.8
1973-11-06,1973116,6,11,1973,2.5,8.2
1973-11-07,1973117,7,11,1973,2.4,7.7
1973-11-08,1973118,8,11,1973,5.9,10.7
1973-11-09,1973119,9,11,1973,7,11
1973-11-10,19731110,10,11,1973,8,10.5
1973-11-11,19731111,11,11,1973,3.6,8.2
1973-11-12,19731112,12,11,1973,2.5,7.8
1973-11-13,19731113,13,11,1973,6.4,11.8
1973-11-14,19731114,14,11,1973,3,7.8
1973-11-15,19731115,15,11,1973,2.5,11.3
1973-11-16,19731116,16,11,1973,3.6,7.8
1973-11-17,19731117,17,11,1973,0,5.7
1973-11-18,19731118,18,11,1973,-1.6,6.5
1973-11-19,19731119,19,11,1973,0,8.5
1973-11-20,19731120,20,11,1973,3,6.5
1973-11-21,19731121,21,11,1973,-1.4,7.2
1973-11-22,19731122,22,11,1973,-1.5,7.5
1973-11-23,19731123,23,11,1973,3.4,9.5
1973-11-24,19731124,24,11,1973,5.9,10.8
1973-11-25,19731125,25,11,1973,0.5,6
1973-11-26,19731126,26,11,1973,-0.5,3.5
1973-11-27,19731127,27,11,1973,-2,0.5
1973-11-28,19731128,28,11,1973,-0.2,1.5
1973-11-29,19731129,29,11,1973,-3.4,0
1973-11-30,19731130,30,11,1973,-5.3,0.2
1973-12-01,1973121,1,12,1973,-16,-3.5
1973-12-02,1973122,2,12,1973,-15,-6.5
1973-12-03,1973123,3,12,1973,-14.5,-5
1973-12-04,1973124,4,12,1973,0,7.6
1973-12-05,1973125,5,12,1973,5.4,8.2
1973-12-06,1973126,6,12,1973,4.5,8.5
1973-12-07,1973127,7,12,1973,0.8,7.6
1973-12-08,1973128,8,12,1973,0.9,10.4
1973-12-09,1973129,9,12,1973,-4.4,0.5
1973-12-10,19731210,10,12,1973,-7.1,-0.5
1973-12-11,19731211,11,12,1973,-6.8,2.8
1973-12-12,19731212,12,12,1973,-1,4.4
1973-12-13,19731213,13,12,1973,1.2,6.9
1973-12-14,19731214,14,12,1973,-0.6,3.5
1973-12-15,19731215,15,12,1973,-1,1
1973-12-16,19731216,16,12,1973,0.4,4.5
1973-12-17,19731217,17,12,1973,0,4
1973-12-18,19731218,18,12,1973,0,3.4
1973-12-19,19731219,19,12,1973,-3.5,2.6
1973-12-20,19731220,20,12,1973,-0.7,1.6
1973-12-21,19731221,21,12,1973,0,3.8
1973-12-22,19731222,22,12,1973,3,7
1973-12-23,19731223,23,12,1973,3.5,6.1
1973-12-24,19731224,24,12,1973,3.8,7
1973-12-25,19731225,25,12,1973,1.7,4.5
1973-12-26,19731226,26,12,1973,1,4.2
1973-12-27,19731227,27,12,1973,2.3,6.5
1973-12-28,19731228,28,12,1973,4.1,6.4
1973-12-29,19731229,29,12,1973,0,8.2
1973-12-30,19731230,30,12,1973,-1.1,3
1973-12-31,19731231,31,12,1973,-1,2.2
1974-01-01,197411,1,1,1974,-6,1.8
1974-01-02,197412,2,1,1974,-6.5,-0.4
1974-01-03,197413,3,1,1974,-1.5,1.7
1974-01-04,197414,4,1,1974,-2.6,3.6
1974-01-05,197415,5,1,1974,0.5,5.5
1974-01-06,197416,6,1,1974,2.5,9.5
1974-01-07,197417,7,1,1974,4,7
1974-01-08,197418,8,1,1974,1.5,7
1974-01-09,197419,9,1,1974,2,6.7
1974-01-10,1974110,10,1,1974,2.6,6.8
1974-01-11,1974111,11,1,1974,4,12.4
1974-01-12,1974112,12,1,1974,1.4,11.4
1974-01-13,1974113,13,1,1974,4.2,11.7
1974-01-14,1974114,14,1,1974,5.5,10.6
1974-01-15,1974115,15,1,1974,9.2,13.2
1974-01-16,1974116,16,1,1974,4.7,13.1
1974-01-17,1974117,17,1,1974,3.5,6.8
1974-01-18,1974118,18,1,1974,6.3,8.9
1974-01-19,1974119,19,1,1974,6.4,8.4
1974-01-20,1974120,20,1,1974,5.4,6.6
1974-01-21,1974121,21,1,1974,-2.3,3.4
1974-01-22,1974122,22,1,1974,-0.8,5
1974-01-23,1974123,23,1,1974,4,10.5
1974-01-24,1974124,24,1,1974,5.8,8
1974-01-25,1974125,25,1,1974,3.5,9
1974-01-26,1974126,26,1,1974,-0.5,4.2
1974-01-27,1974127,27,1,1974,0.5,8.5
1974-01-28,1974128,28,1,1974,0.8,7.2
1974-01-29,1974129,29,1,1974,4.5,7.2
1974-01-30,1974130,30,1,1974,-0.6,8.5
1974-01-31,1974131,31,1,1974,1.5,7.9
1974-02-01,197421,1,2,1974,3.5,11.5
1974-02-02,197422,2,2,1974,4.4,9.2
1974-02-03,197423,3,2,1974,-0.5,7.1
1974-02-04,197424,4,2,1974,-3.9,5.7
1974-02-05,197425,5,2,1974,0,4.6
1974-02-06,197426,6,2,1974,1.5,6
1974-02-07,197427,7,2,1974,0.3,4.3
1974-02-08,197428,8,2,1974,1.5,5
1974-02-09,197429,9,2,1974,1.8,12
1974-02-10,1974210,10,2,1974,6.7,11.1
1974-02-11,1974211,11,2,1974,6.8,13.6
1974-02-12,1974212,12,2,1974,8,10.2
1974-02-13,1974213,13,2,1974,1,7.6
1974-02-14,1974214,14,2,1974,0.9,7.8
1974-02-15,1974215,15,2,1974,-0.4,8.1
1974-02-16,1974216,16,2,1974,3.2,9.8
1974-02-17,1974217,17,2,1974,-0.2,10.8
1974-02-18,1974218,18,2,1974,2.5,5.8
1974-02-19,1974219,19,2,1974,2,4
1974-02-20,1974220,20,2,1974,1,3.4
1974-02-21,1974221,21,2,1974,-3.1,7.3
1974-02-22,1974222,22,2,1974,3.9,7.5
1974-02-23,1974223,23,2,1974,2,6.3
1974-02-24,1974224,24,2,1974,-0.7,4.7
1974-02-25,1974225,25,2,1974,-2,5.2
1974-02-26,1974226,26,2,1974,-2.5,3.6
1974-02-27,1974227,27,2,1974,-2.5,1
1974-02-28,1974228,28,2,1974,-5.1,5.5
1974-03-01,197431,1,3,1974,-2.5,4.6
1974-03-02,197432,2,3,1974,0,4.7
1974-03-03,197433,3,3,1974,-3,5.8
1974-03-04,197434,4,3,1974,-1.5,5.3
1974-03-05,197435,5,3,1974,-0.2,2.6
1974-03-06,197436,6,3,1974,0.9,5.6
1974-03-07,197437,7,3,1974,2,3.9
1974-03-08,197438,8,3,1974,-0.9,3.1
1974-03-09,197439,9,3,1974,-0.3,4.5
1974-03-10,1974310,10,3,1974,-0.3,8.9
1974-03-11,1974311,11,3,1974,0.6,8.3
1974-03-12,1974312,12,3,1974,3.4,7.5
1974-03-13,1974313,13,3,1974,1.2,8.9
1974-03-14,1974314,14,3,1974,1.5,4.1
1974-03-15,1974315,15,3,1974,1.1,6.5
1974-03-16,1974316,16,3,1974,4.2,11.7
1974-03-17,1974317,17,3,1974,4.8,12.1
1974-03-18,1974318,18,3,1974,6,14.5
1974-03-19,1974319,19,3,1974,4.7,9.4
1974-03-20,1974320,20,3,1974,5.2,13.5
1974-03-21,1974321,21,3,1974,5.6,10.6
1974-03-22,1974322,22,3,1974,2.1,14.7
1974-03-23,1974323,23,3,1974,2.8,13.8
1974-03-24,1974324,24,3,1974,8.2,11.8
1974-03-25,1974325,25,3,1974,4.6,17.6
1974-03-26,1974326,26,3,1974,2.1,18.9
1974-03-27,1974327,27,3,1974,3.8,18.7
1974-03-28,1974328,28,3,1974,8.4,14.9
1974-03-29,1974329,29,3,1974,6.6,13.9
1974-03-30,1974330,30,3,1974,8.9,14
1974-03-31,1974331,31,3,1974,3,15.1
1974-04-01,197441,1,4,1974,5.5,16.6
1974-04-02,197442,2,4,1974,7.1,18.7
1974-04-03,197443,3,4,1974,5.4,19.7
1974-04-04,197444,4,4,1974,2.5,19
1974-04-05,197445,5,4,1974,4.3,17.2
1974-04-06,197446,6,4,1974,0.9,17.5
1974-04-07,197447,7,4,1974,1.2,19.2
1974-04-08,197448,8,4,1974,1.5,19.3
1974-04-09,197449,9,4,1974,0.6,20.2
1974-04-10,1974410,10,4,1974,3,22.3
1974-04-11,1974411,11,4,1974,4,20
1974-04-12,1974412,12,4,1974,7.9,18
1974-04-13,1974413,13,4,1974,1,15.5
1974-04-14,1974414,14,4,1974,-2,12.7
1974-04-15,1974415,15,4,1974,0,12.5
1974-04-16,1974416,16,4,1974,-0.7,11
1974-04-17,1974417,17,4,1974,-2.3,11.2
1974-04-18,1974418,18,4,1974,0.9,13.2
1974-04-19,1974419,19,4,1974,-3,14.2
1974-04-20,1974420,20,4,1974,-1.3,14.5
1974-04-21,1974421,21,4,1974,4.7,10.6
1974-04-22,1974422,22,4,1974,1.2,13.9
1974-04-23,1974423,23,4,1974,4,10.8
1974-04-24,1974424,24,4,1974,3.4,10.1
1974-04-25,1974425,25,4,1974,2.2,7.4
1974-04-26,1974426,26,4,1974,-0.6,10.3
1974-04-27,1974427,27,4,1974,2,10.8
1974-04-28,1974428,28,4,1974,4,15.4
1974-04-29,1974429,29,4,1974,6.8,9.1
1974-04-30,1974430,30,4,1974,7.2,8.2
1974-05-01,197451,1,5,1974,7.2,13.5
1974-05-02,197452,2,5,1974,5.2,13.4
1974-05-03,197453,3,5,1974,1.7,17
1974-05-04,197454,4,5,1974,8.5,15.6
1974-05-05,197455,5,5,1974,5.6,8.5
1974-05-06,197456,6,5,1974,0.4,4.9
1974-05-07,197457,7,5,1974,2.3,6.3
1974-05-08,197458,8,5,1974,3.7,9.8
1974-05-09,197459,9,5,1974,5.9,15.4
1974-05-10,1974510,10,5,1974,4.4,15
1974-05-11,1974511,11,5,1974,7.5,17.2
1974-05-12,1974512,12,5,1974,4,20.3
1974-05-13,1974513,13,5,1974,8.2,22.9
1974-05-14,1974514,14,5,1974,7.6,15.1
1974-05-15,1974515,15,5,1974,7.6,13.7
1974-05-16,1974516,16,5,1974,4.6,19.9
1974-05-17,1974517,17,5,1974,3.8,21.2
1974-05-18,1974518,18,5,1974,5.3,23.2
1974-05-19,1974519,19,5,1974,7.4,25.2
1974-05-20,1974520,20,5,1974,10.8,17.5
1974-05-21,1974521,21,5,1974,6.4,21.4
1974-05-22,1974522,22,5,1974,10.3,14.4
1974-05-23,1974523,23,5,1974,6.6,13.3
1974-05-24,1974524,24,5,1974,5.4,14.5
1974-05-25,1974525,25,5,1974,2.8,17
1974-05-26,1974526,26,5,1974,8.2,16.5
1974-05-27,1974527,27,5,1974,4.4,22.8
1974-05-28,1974528,28,5,1974,7.9,21.2
1974-05-29,1974529,29,5,1974,4.8,16.3
1974-05-30,1974530,30,5,1974,0.3,20.1
1974-05-31,1974531,31,5,1974,9.7,21
1974-06-01,197461,1,6,1974,9.4,17
1974-06-02,197462,2,6,1974,4.8,24
1974-06-03,197463,3,6,1974,13.5,19.8
1974-06-04,197464,4,6,1974,7.7,18.9
1974-06-05,197465,5,6,1974,3.7,23.6
1974-06-06,197466,6,6,1974,10.3,18.3
1974-06-07,197467,7,6,1974,6.3,15.8
1974-06-08,197468,8,6,1974,5.4,13.6
1974-06-09,197469,9,6,1974,7,15.2
1974-06-10,1974610,10,6,1974,4.2,13.7
1974-06-11,1974611,11,6,1974,3.8,14.6
1974-06-12,1974612,12,6,1974,7.5,16.6
1974-06-13,1974613,13,6,1974,7,18.7
1974-06-14,1974614,14,6,1974,11.5,24.8
1974-06-15,1974615,15,6,1974,8.7,25.8
1974-06-16,1974616,16,6,1974,9,26.5
1974-06-17,1974617,17,6,1974,11,25.9
1974-06-18,1974618,18,6,1974,11.2,18.6
1974-06-19,1974619,19,6,1974,8.1,19.8
1974-06-20,1974620,20,6,1974,6.9,21.2
1974-06-21,1974621,21,6,1974,10.1,21.3
1974-06-22,1974622,22,6,1974,6,21.5
1974-06-23,1974623,23,6,1974,7.8,25.2
1974-06-24,1974624,24,6,1974,9.7,25.3
1974-06-25,1974625,25,6,1974,11.3,25.5
1974-06-26,1974626,26,6,1974,11.4,25.7
1974-06-27,1974627,27,6,1974,14.4,20.5
1974-06-28,1974628,28,6,1974,11.1,18.3
1974-06-29,1974629,29,6,1974,12,17.5
1974-06-30,1974630,30,6,1974,11,20.8
1974-07-01,197471,1,7,1974,13.7,20.3
1974-07-02,197472,2,7,1974,11.9,22.5
1974-07-03,197473,3,7,1974,11.4,20.1
1974-07-04,197474,4,7,1974,8.6,18
1974-07-05,197475,5,7,1974,13.8,19.8
1974-07-06,197476,6,7,1974,13.9,20
1974-07-07,197477,7,7,1974,9.5,18.4
1974-07-08,197478,8,7,1974,7.5,21.9
1974-07-09,197479,9,7,1974,13.9,23.6
1974-07-10,1974710,10,7,1974,13.5,22.4
1974-07-11,1974711,11,7,1974,13.7,20.5
1974-07-12,1974712,12,7,1974,10.1,20.8
1974-07-13,1974713,13,7,1974,10.9,19.5
1974-07-14,1974714,14,7,1974,12.5,19.9
1974-07-15,1974715,15,7,1974,9.6,22.3
1974-07-16,1974716,16,7,1974,13.8,22.5
1974-07-17,1974717,17,7,1974,12.9,20.6
1974-07-18,1974718,18,7,1974,9.9,15.8
1974-07-19,1974719,19,7,1974,9.7,18.5
1974-07-20,1974720,20,7,1974,10,18.7
1974-07-21,1974721,21,7,1974,11.7,19.6
1974-07-22,1974722,22,7,1974,8.7,26.1
1974-07-23,1974723,23,7,1974,11.3,18.9
1974-07-24,1974724,24,7,1974,12.4,14.8
1974-07-25,1974725,25,7,1974,9,19
1974-07-26,1974726,26,7,1974,8.9,20.5
1974-07-27,1974727,27,7,1974,9.3,23
1974-07-28,1974728,28,7,1974,12,24.1
1974-07-29,1974729,29,7,1974,14.8,26.3
1974-07-30,1974730,30,7,1974,10.5,24.4
1974-07-31,1974731,31,7,1974,11.1,23.2
1974-08-01,197481,1,8,1974,12.7,27.3
1974-08-02,197482,2,8,1974,15.1,25.2
1974-08-03,197483,3,8,1974,10.2,25.5
1974-08-04,197484,4,8,1974,16.3,23.6
1974-08-05,197485,5,8,1974,15.2,21.9
1974-08-06,197486,6,8,1974,12,21.3
1974-08-07,197487,7,8,1974,7.2,24.4
1974-08-08,197488,8,8,1974,13.3,22.9
1974-08-09,197489,9,8,1974,14.4,21.4
1974-08-10,1974810,10,8,1974,14.2,20.1
1974-08-11,1974811,11,8,1974,14.9,15.8
1974-08-12,1974812,12,8,1974,9.3,17.9
1974-08-13,1974813,13,8,1974,15.4,25.8
1974-08-14,1974814,14,8,1974,16.3,31
1974-08-15,1974815,15,8,1974,18.4,32.7
1974-08-16,1974816,16,8,1974,17.7,33.6
1974-08-17,1974817,17,8,1974,17.3,24.5
1974-08-18,1974818,18,8,1974,9.7,22.3
1974-08-19,1974819,19,8,1974,11.6,18.7
1974-08-20,1974820,20,8,1974,11.2,21.3
1974-08-21,1974821,21,8,1974,7.4,21.4
1974-08-22,1974822,22,8,1974,8.2,23.1
1974-08-23,1974823,23,8,1974,8.7,23.8
1974-08-24,1974824,24,8,1974,10.2,24.7
1974-08-25,1974825,25,8,1974,11.9,24.8
1974-08-26,1974826,26,8,1974,12,27.3
1974-08-27,1974827,27,8,1974,12.9,19.7
1974-08-28,1974828,28,8,1974,11,20.9
1974-08-29,1974829,29,8,1974,10.4,20.8
1974-08-30,1974830,30,8,1974,9.8,28
1974-08-31,1974831,31,8,1974,11.7,23.9
1974-09-01,197491,1,9,1974,11.2,18.1
1974-09-02,197492,2,9,1974,10.9,24.3
1974-09-03,197493,3,9,1974,13.4,19.4
1974-09-04,197494,4,9,1974,12.8,17.6
1974-09-05,197495,5,9,1974,16,25.7
1974-09-06,197496,6,9,1974,13.3,17.6
1974-09-07,197497,7,9,1974,11.2,19.9
1974-09-08,197498,8,9,1974,11.6,20.1
1974-09-09,197499,9,9,1974,12.5,23.8
1974-09-10,1974910,10,9,1974,10.4,20.3
1974-09-11,1974911,11,9,1974,6.6,21.8
1974-09-12,1974912,12,9,1974,10.7,28.1
1974-09-13,1974913,13,9,1974,16.9,25.6
1974-09-14,1974914,14,9,1974,15.3,21.8
1974-09-15,1974915,15,9,1974,12.1,25.8
1974-09-16,1974916,16,9,1974,12.3,26
1974-09-17,1974917,17,9,1974,12,25.6
1974-09-18,1974918,18,9,1974,15.5,15.8
1974-09-19,1974919,19,9,1974,3.8,16.2
1974-09-20,1974920,20,9,1974,5.7,5.7
1974-09-21,1974921,21,9,1974,5.3,5.3
1974-09-22,1974922,22,9,1974,9.2,9.2
1974-09-23,1974923,23,9,1974,6.9,6.9
1974-09-24,1974924,24,9,1974,10.5,14.8
1974-09-25,1974925,25,9,1974,7.2,11.5
1974-09-26,1974926,26,9,1974,7.8,13.7
1974-09-27,1974927,27,9,1974,6.7,14.9
1974-09-28,1974928,28,9,1974,13,14.8
1974-09-29,1974929,29,9,1974,6.7,14
1974-09-30,1974930,30,9,1974,5.1,11.9
1974-10-01,1974101,1,10,1974,3.8,13.2
1974-10-02,1974102,2,10,1974,7.1,11.5
1974-10-03,1974103,3,10,1974,1.9,7.6
1974-10-04,1974104,4,10,1974,3.1,12
1974-10-05,1974105,5,10,1974,8.1,13.3
1974-10-06,1974106,6,10,1974,7.8,12.8
1974-10-07,1974107,7,10,1974,7.9,10.7
1974-10-08,1974108,8,10,1974,5.8,8.3
1974-10-09,1974109,9,10,1974,6.7,10.1
1974-10-10,19741010,10,10,1974,8.8,12.2
1974-10-11,19741011,11,10,1974,6.4,8.5
1974-10-12,19741012,12,10,1974,5.6,11
1974-10-13,19741013,13,10,1974,5.7,10.1
1974-10-14,19741014,14,10,1974,3.1,7.6
1974-10-15,19741015,15,10,1974,4.2,8.7
1974-10-16,19741016,16,10,1974,-0.5,11
1974-10-17,19741017,17,10,1974,1,10.5
1974-10-18,19741018,18,10,1974,-0.5,9.4
1974-10-19,19741019,19,10,1974,8.9,12
1974-10-20,19741020,20,10,1974,5,7
1974-10-21,19741021,21,10,1974,5.2,10.7
1974-10-22,19741022,22,10,1974,6.3,8.1
1974-10-23,19741023,23,10,1974,7.9,9.8
1974-10-24,19741024,24,10,1974,7.4,9.9
1974-10-25,19741025,25,10,1974,7.1,9.1
1974-10-26,19741026,26,10,1974,6.6,8.9
1974-10-27,19741027,27,10,1974,6.9,10.2
1974-10-28,19741028,28,10,1974,3.8,5.8
1974-10-29,19741029,29,10,1974,4.5,6.7
1974-10-30,19741030,30,10,1974,2.9,6.1
1974-10-31,19741031,31,10,1974,1.3,3
1974-11-01,1974111,1,11,1974,1.9,8.1
1974-11-02,1974112,2,11,1974,3.2,6.9
1974-11-03,1974113,3,11,1974,0.4,8.3
1974-11-04,1974114,4,11,1974,5,6.8
1974-11-05,1974115,5,11,1974,3.8,5.9
1974-11-06,1974116,6,11,1974,-2.9,6.8
1974-11-07,1974117,7,11,1974,-2.1,7.9
1974-11-08,1974118,8,11,1974,-2,6.5
1974-11-09,1974119,9,11,1974,4.3,8.9
1974-11-10,19741110,10,11,1974,6.6,10.9
1974-11-11,19741111,11,11,1974,4.8,10
1974-11-12,19741112,12,11,1974,4,10.2
1974-11-13,19741113,13,11,1974,4.3,10.5
1974-11-14,19741114,14,11,1974,10.1,15.1
1974-11-15,19741115,15,11,1974,13.8,15.8
1974-11-16,19741116,16,11,1974,10.8,12.9
1974-11-17,19741117,17,11,1974,6.7,12.8
1974-11-18,19741118,18,11,1974,5,13.9
1974-11-19,19741119,19,11,1974,5.4,8.1
1974-11-20,19741120,20,11,1974,4.2,8.5
1974-11-21,19741121,21,11,1974,5.4,10.8
1974-11-22,19741122,22,11,1974,6.9,13.1
1974-11-23,19741123,23,11,1974,8.5,12.3
1974-11-24,19741124,24,11,1974,7.2,10.2
1974-11-25,19741125,25,11,1974,5.1,7.5
1974-11-26,19741126,26,11,1974,5.3,6.9
1974-11-27,19741127,27,11,1974,2.1,10
1974-11-28,19741128,28,11,1974,2.8,6.7
1974-11-29,19741129,29,11,1974,3.3,6.1
1974-11-30,19741130,30,11,1974,4.2,9
1974-12-01,1974121,1,12,1974,5.9,11.1
1974-12-02,1974122,2,12,1974,10.8,13.2
1974-12-03,1974123,3,12,1974,11,12.5
1974-12-04,1974124,4,12,1974,4.8,9.3
1974-12-05,1974125,5,12,1974,5.1,7.5
1974-12-06,1974126,6,12,1974,5,7.6
1974-12-07,1974127,7,12,1974,7,10.1
1974-12-08,1974128,8,12,1974,9.2,10.6
1974-12-09,1974129,9,12,1974,8.8,9.3
1974-12-10,19741210,10,12,1974,2.7,7
1974-12-11,19741211,11,12,1974,0.8,5.4
1974-12-12,19741212,12,12,1974,1.2,5
1974-12-13,19741213,13,12,1974,1,4.1
1974-12-14,19741214,14,12,1974,1.2,5.9
1974-12-15,19741215,15,12,1974,4.7,7.5
1974-12-16,19741216,16,12,1974,2.9,7.4
1974-12-17,19741217,17,12,1974,2,7.5
1974-12-18,19741218,18,12,1974,1.9,5.2
1974-12-19,19741219,19,12,1974,1.3,8.1
1974-12-20,19741220,20,12,1974,7.2,8.7
1974-12-21,19741221,21,12,1974,6.9,8.4
1974-12-22,19741222,22,12,1974,1.9,8.8
1974-12-23,19741223,23,12,1974,6,10.5
1974-12-24,19741224,24,12,1974,2.7,9.4
1974-12-25,19741225,25,12,1974,5.4,12.3
1974-12-26,19741226,26,12,1974,9,12.8
1974-12-27,19741227,27,12,1974,9,10.7
1974-12-28,19741228,28,12,1974,8,14.5
1974-12-29,19741229,29,12,1974,7.3,13.5
1974-12-30,19741230,30,12,1974,3.6,6.2
1974-12-31,19741231,31,12,1974,2.8,7.9
1975-01-01,197511,1,1,1975,6.7,9
1975-01-02,197512,2,1,1975,5.9,8.2
1975-01-03,197513,3,1,1975,2,6
1975-01-04,197514,4,1,1975,3.1,6.4
1975-01-05,197515,5,1,1975,3.5,9.7
1975-01-06,197516,6,1,1975,7.9,10.9
1975-01-07,197517,7,1,1975,5.2,6.5
1975-01-08,197518,8,1,1975,1.7,4.8
1975-01-09,197519,9,1,1975,0.3,5.9
1975-01-10,1975110,10,1,1975,5.1,6.8
1975-01-11,1975111,11,1,1975,1.8,9.9
1975-01-12,1975112,12,1,1975,7.5,11
1975-01-13,1975113,13,1,1975,6.9,10.3
1975-01-14,1975114,14,1,1975,4.7,13
1975-01-15,1975115,15,1,1975,10.7,14
1975-01-16,1975116,16,1,1975,9,13.2
1975-01-17,1975117,17,1,1975,5.5,9.1
1975-01-18,1975118,18,1,1975,1.4,9
1975-01-19,1975119,19,1,1975,6,7.3
1975-01-20,1975120,20,1,1975,-2.1,5
1975-01-21,1975121,21,1,1975,4.1,7.9
1975-01-22,1975122,22,1,1975,2.9,8.8
1975-01-23,1975123,23,1,1975,4.5,8.1
1975-01-24,1975124,24,1,1975,4.8,8.5
1975-01-25,1975125,25,1,1975,5.7,11.1
