species,cultivar,location,climatic_classification,climatic_data,year,dormancy_break_field,breaking_dormancy_40_baggiolini,begin_flowering_f5,flowering_f50,flowering_f90,end_flowering,ripening,bud_drop,flower_anomaly,spring_frost_damage,productivity,fruit_quality,rootstock,plantation_framework,training_system,irrigation_system,source,comment
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,1995,,,21-Apr,26-Apr,,5-May,,,,,,,,F12/1,,,Own data,Block F2 – Burlat (Rh.1)
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,1996,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,1997,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,1998,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,1999,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2000,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2001,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2002,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2003,,,12-Apr,14-Apr,,24-Apr,,,,,,,,,,,Own data,Block Freiland – Buschb.
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2004,,,17-Apr,18-Apr,,24-Apr,,,,,,,,,,,Own data,Block Freiland – Buschb.
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2005,,,12-Apr,14-Apr,,26-Apr,,,,,,,,,,,Own data,Block Freiland – Buschb.
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2006,,,25-Apr,26-Apr,,5-May,,,,,,,,,,,Own data,Block Freiland
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2007,,,14-Apr,16-Apr,,,,,,,,,,,,,Own data,Block Freiland
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2008,,,5-Apr,20-Apr,,29-Apr,,,,,,,,,,,Own data,Block Freiland
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2009,,,10-Apr,11-Apr,,19-Apr,,,,,,,,,,,Own data,Block Freiland
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2010,,,15-Apr,17-Apr,,27-Apr,,,,,,,,GiSelA5,,,Own data,Block D1 (F 06)
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2011,,,7-Apr,9-Apr,,19-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2012,,,6-Apr,8-Apr,,24-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2013,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2014,,,2-Apr,5-Apr,,19-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Burlat,Klein-Altendorf/Germany,Cold,Yes,2015,,,15-Apr,17-Apr,,27-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1988,,,30-Apr,2-May,,11-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1989,,,22-Apr,4-May,,10-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1990,,,18-Apr,23-Apr,,4-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1991,,,15-Apr,18-Apr,,21-Apr,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1992,,,26-Apr,1-May,,13-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1993,,,22-Apr,24-Apr,,29-Apr,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1994,,,21-Apr,25-Apr,,6-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1995,,,26-Apr,,,13-May,,,,,,,,F12/1,,,Own data,Block F2 – Rh. 11
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1996,,,25-Apr,29-Apr,,14-May,,,,,,,,F12/1,,,Own data,Block F2 – Rh. 11
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1997,,,9-Apr,14-Apr,,24-Apr,,,,,,,,F12/1,,,Own data,Block F2 – Rh. 11
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1998,,,19-Apr,23-Apr,,5-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,1999,,,20-Apr,24-Apr,,3-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2000,,,23-Apr,24-Apr,,5-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2001,,,2-May,3-May,,13-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2002,,,20-Apr,24-Apr,,5-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2003,,,18-Apr,21-Apr,,2-May,,,,,,,,F12/1,,,Own data,Auf Unterlage Prunus avium F12/1 ist die Blüte nach unseren Beobachtungen 0-2 Tage später im Vergleich  mit GiSelA5
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2004,,,20-Apr,21-Apr,,30-Apr,,,,,,,,F12/1,,,Own data,Block F2 – Rh. 11
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2005,,,17-Apr,19-Apr,,2-May,,,,,,,,F12/1,,,Own data,Block F2 – Rh. 11
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2006,,,30-Apr,6-May,,10-May,,,,,,,,F12/1,,,Own data,Block F2 – Rh. 11
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2007,,,15-Apr,17-Apr,,26-Apr,,,,,,,,GiSelA5,,,Own data,Block W
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2008,,,23-Apr,26-Apr,,1-May,,,,,,,,GiSelA5,,,Own data,Block W
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2009,,,14-Apr,16-Apr,,,,,,,,,,GiSelA5,,,Own data,Block D1 (F 05)
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2010,,,20-Apr,22-Apr,,30-Apr,,,,,,,,GiSelA5,,,Own data,Block D1 (F 05)
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2011,,,10-Apr,12-Apr,,24-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2012,,,13-Apr,20-Apr,,29-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2013,,,27-Apr,30-Apr,,8-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2014,,,6-Apr,8-Apr,,22-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2015,,,19-Apr,21-Apr,,7-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2016,,,25-Apr,28-Apr,,14-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2017,,,11-Apr,13-Apr,,6-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2018,,,18-Apr,19-Apr,,29-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2019,,,15-Apr,18-Apr,,4-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Regina,Klein-Altendorf/Germany,Cold,Yes,2020,,,10-Apr,12-Apr,,30-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2003,,,5-Apr,11-Apr,,19-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2004,,,5-Apr,6-Apr,,16-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2005,,,9-Apr,12-Apr,,20-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2006,,,22-Apr,24-Apr,,4-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2007,,,8-Apr,10-Apr,,18-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2008,,,3-Apr,12-Apr,,24-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2009,,,9-Apr,10-Apr,,17-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2010,,,11-Apr,13-Apr,,21-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2011,,,2-Apr,5-Apr,,16-Apr,,,,,,,,GiSelA3,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2012,,,4-Apr,7-Apr,,21-Apr,,,,,,,,GiSelA3,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2013,,,24-Apr,25-Apr,,4-May,,,,,,,,GiSelA3,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2014,,,29-Mar,31-Mar,,13-Apr,,,,,,,,GiSelA3,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2015,,,14-Apr,15-Apr,,25-Apr,,,,,,,,GiSelA3,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2016,,,10-Apr,12-Apr,,25-Apr,,,,,,,,GiSelA3,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2017,,,28-Mar,30-Mar,,12-Apr,,,,,,,,GiSelA3,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2018,,,12-Apr,14-Apr,,23-Apr,,,,,,,,GiSelA3,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2019,,,30-Mar,1-Apr,,16-Apr,,,,,,,,GiSelA3,,,Own data,
Sweet Cherry,Samba,Klein-Altendorf/Germany,Cold,Yes,2020,,,27-Mar,31-Mar,,12-Apr,,,,,,,,GiSelA3,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1984,,,1-May,7-May,,18-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1985,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1986,,,5-May,9-May,,18-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1987,,,26-Apr,28-Apr,,10-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1988,,,30-Apr,4-May,,11-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1989,,,12-Apr,25-Apr,,8-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1990,,,10-Apr,21-Apr,,2-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1991,,,12-Apr,16-Apr,,21-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1992,,,23-Apr,28-Apr,,10-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1993,,,20-Apr,22-Apr,,28-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1994,,,20-Apr,22-Apr,,2-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1995,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1996,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1997,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1998,,,15-Apr,19-Apr,,4-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,1999,,,19-Apr,23-Apr,,2-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2000,,,21-Apr,23-Apr,,3-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2001,,,1-May,3-May,,12-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2002,,,15-Apr,19-Apr,,2-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2003,,,17-Apr,18-Apr,,27-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2004,,,19-Apr,21-Apr,,1-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2005,,,15-Apr,18-Apr,,30-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2006,,,26-Apr,2-May,,9-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2007,,,15-Apr,17-Apr,,24-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2008,,,24-Apr,27-Apr,,2-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2009,,,14-Apr,16-Apr,,24-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2010,,,19-Apr,21-Apr,,30-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2011,,,9-Apr,11-Apr,,22-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2012,,,12-Apr,16-Apr,,27-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2013,,,25-Apr,28-Apr,,6-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2014,,,5-Apr,8-Apr,,23-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2015,,,18-Apr,20-Apr,,6-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2016,,,26-Apr,28-Apr,,14-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2017,,,9-Apr,12-Apr,,4-May,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2018,,,17-Apr,18-Apr,,29-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2019,,,9-Apr,13-Apr,,30-Apr,,,,,,,,,,,Own data,
Sweet Cherry,Schneiders,Klein-Altendorf/Germany,Cold,Yes,2020,,,10-Apr,,,,,,,,,,,,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2008,,,27-Apr,30-Apr,,3-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2009,,,15-Apr,17-Apr,,24-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2010,,,20-Apr,22-Apr,,30-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2011,,,11-Apr,12-Apr,,23-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2012,,,13-Apr,18-Apr,,3-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2013,,,,,,,,,,,,,,,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2014,,,7-Apr,9-Apr,,21-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2015,,,20-Apr,22-Apr,,7-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2016,,,26-Apr,29-Apr,,13-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2017,,,9-Apr,11-Apr,,4-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2018,,,19-Apr,20-Apr,,29-Apr,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2019,,,15-Apr,18-Apr,,5-May,,,,,,,,GiSelA5,,,Own data,
Sweet Cherry,Sylvia,Klein-Altendorf/Germany,Cold,Yes,2020,,,11-Apr,13-Apr,,26-Apr,,,,,,,,GiSelA5,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1959,,,20-Apr,27-Apr,,6-May,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1960,,,22-Apr,5-May,,9-May,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1961,,,9-Apr,15-Apr,,25-Apr,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1962,,,15-May,20-May,,27-May,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1963,,,9-May,14-May,,20-May,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1964,,,,,,,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1965,,,,,,,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1966,,,,,,,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1967,,,,,,,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1968,,,,,,,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1969,,,,,,,25-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1970,,,,,,,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1971,,,,,,,29-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1972,,,,,,,19-Oct,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1973,,,9-May,18-May,,20-May,25-Sep,,,,,,,,,,Own data,Frost
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1974,,,13-Apr,26-Apr,,3-May,23-Sep,,,,,,,,,,Own data,Frost
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1975,,,3-May,14-May,,19-May,3-Oct,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1976,,,7-May,9-May,,13-May,24-Sep,,,,,,,,,,Own data,Frost
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1977,,,2-May,13-May,,23-May,29-Sep,,,,,,,,,,Own data,Frost
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1978,,,5-May,9-May,,21-May,26-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1979,,,14-May,20-May,,25-May,5-Oct,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1980,,,5-May,12-May,,18-May,2-Oct,,,,,,,,,,Own data,Frost
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1981,,,16-Apr,3-May,,8-May,,,,,,,,,,,Own data,Frost-total
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1982,,,11-May,14-May,,20-May,29-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1983,,,4-May,9-May,,14-May,26-Sep,,,,,,,,,,Own data,Alternanz+Frost
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1984,,,13-May,19-May,,27-May,9-Oct,,,,,,,,,,Own data,Frost
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1985,,,13-May,18-May,,20-May,2-Oct,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1986,,,2-May,15-May,,20-May,1-Oct,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1987,,,1-May,5-May,,13-May,6-Oct,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1988,,,2-May,5-May,,15-May,27-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1989,,,22-Apr,29-Apr,,9-May,27-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1990,,,8-Apr,19-Apr,,27-Apr,19-Sep,,,,,,,,,,Own data,Frost
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1991,,,17-Apr,30-Apr,,15-May,19-Sep,,,,,,,,,,Own data,Frost-total
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1992,,,26-Apr,5-May,,12-May,25-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1993,,,26-Apr,30-Apr,,5-May,16-Sep,,,,,,,,,,Own data,Alternanz
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1994,,,26-Apr,1-May,,13-May,,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1995,,,30-Apr,4-May,,13-May,28-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1996,,,30-Apr,4-May,,21-May,30-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1997,,,17-Apr,22-Apr,,6-May,23-Sep,,,,,,,,,,Own data,"Blühtenzählung nach Frost am 09.04. 99,6%unten, 94,5%mitte,93,1%oben ~95,7% gesamt erfroren "
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1998,,,22-Apr,25-Apr,,30-Apr,21-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,1999,,,26-Apr,28-Apr,,2-May,21-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,2000,,,26-Apr,27-Apr,,1-May,22-Sep,,,,,,,,,,Own data,"nach starkem Frost am 06.04.+07.04. obere Hälfte Krone 80-90% erfroren, untere Hälfte Krone 40-50% erfroren"
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,2001,,,3-May,5-May,,12-May,28-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,2002,,,15-Apr,23-Apr,,3-May,27-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,2003,,,23-Apr,25-Apr,,2-May,19-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,2004,,,26-Apr,27-Apr,,6-May,24-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,2005,,,26-Apr,27-Apr,,2-May,22-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,2006,,,5-May,8-May,,15-May,22-Sep,,,,,,,,,,Own data,
Apple,Berlepsch,Klein-Altendorf/Germany,Cold,Yes,2007,,,20-Apr,21-Apr,,27-Apr,,,,,,,,,,,Own data,
Apple,Braeburn,Klein-Altendorf/Germany,Cold,Yes,1996,,,6-May,16-May,,24-May,,,,,,,,,,,Own data,
Apple,Braeburn,Klein-Altendorf/Germany,Cold,Yes,1997,,,25-Apr,30-Apr,,10-May,14-Oct,,,,,,,,,,Own data,
