"chillR_code","STATION.NAME","CTRY","Lat","Long","BEGIN","END","distance"
"118580_99999","HURBANOVO","LO",47.867,18.2,19730101,20210206,1222.49
"075880_99999","ST-AUBAN-SUR-DURANC","FR",44.067,6,19730101,20210206,1223.46
"154790_99999","ADAMCLISI","RO",44.083,27.967,19730721,20210206,1224.05
"111700_99999","LUNZ","AU",47.85,15.067,19730624,20210206,1226.68
"075910_99999","EMBRUN","FR",44.567,6.5,19730101,20210206,1226.93
"151450_99999","VIDRASAU","RO",46.468,24.413,19520401,20210206,1228.33
"603900_99999","HOUARI BOUMEDIENE","AG",36.691,3.215,19430401,20210206,1228.33
"171240_99999","ESKISEHIR","TU",39.784,30.582,19500101,20210206,1229.53
"154050_99999","GRIVITA","RO",44.75,27.3,19660105,20210206,1229.81
"151200_99999","CLUJ NAPOCA","RO",46.785,23.686,19360101,20210206,1229.92
"173000_99999","ANTALYA","TU",36.899,30.8,19510101,20210206,1230.05
"067620_99999","LOCARNO - MAGADINO","SZ",46.17,8.88,19550101,20210206,1230.65
"153500_99999","BUZAU","RO",45.15,26.817,19360101,20210206,1232.35
"152610_99999","INTORSURA BUZAULUI","RO",45.683,26.017,19730105,20210206,1232.78
"111260_99999","PATSCHERKOFEL","AU",47.217,11.467,19670622,20210206,1233.08
"067600_99999","LOCARNO-MONTI","SZ",46.167,8.783,19730101,20210206,1234.81
"150420_99999","SACUIENI","RO",47.35,22.1,19730802,20210206,1234.83
"154440_99999","FETESTI","RO",44.367,27.85,19730105,20210206,1235.93
"076500_99999","PROVENCE","FR",43.436,5.214,19310101,20210206,1236.09
"128820_99999","DEBRECEN","HU",47.489,21.615,19310104,20210206,1236.36
"603690_99999","ALGER-PORT","AG",36.767,3.1,19430325,20210206,1237.82
"111400_99999","LOFER","AU",47.583,12.7,19730724,20210206,1237.97
"111200_99999","INNSBRUCK","AU",47.26,11.344,19310104,20210206,1241.22
"623090_99999","DABAA","EG",31.017,28.433,19570102,20210206,1241.49
"111550_99999","FEUERKOGEL","AU",47.817,13.717,19650526,20210206,1242.13
"128510_99999","KEKESTETO","HU",47.867,20.017,19340901,20210206,1243.46
"151230_99999","SARMASU","RO",46.75,24.167,19730722,20210206,1244.99
"152150_99999","BARAOLT","RO",46.083,25.6,19730721,20210206,1246.51
"150630_99999","ZALAU","RO",47.183,23.05,19730105,20210206,1246.84
"154990_99999","MANGALIA","RO",43.817,28.583,19640101,20210206,1247.16
"111300_99999","KUFSTEIN","AU",47.583,12.167,19650526,20210206,1251.12
"151680_99999","ODORHEIUL SECUIESC","RO",46.3,25.3,19730802,20210206,1251.68
"111190_99999","SEEFELD","AU",47.317,11.183,19670622,20210206,1252
"111530_99999","MONDSEE","AU",47.85,13.367,19730814,20210206,1252.18
"076480_99999","SALON","FR",43.606,5.109,19730202,20210206,1253.34
"128700_99999","EGER","HU",47.9,20.383,19360102,20210206,1253.34
"111500_99999","SALZBURG","AU",47.793,13.004,19380601,20210206,1253.47
"154620_99999","MEDGIDIA","RO",44.25,28.267,19730721,20210206,1254.38
"111120_99999","LANDECK","AU",47.14,10.564,19650526,20210206,1254.78
"076470_99999","LE TUBE","FR",43.523,4.924,19360702,20210206,1261.13
"152620_99999","LACAUTI","RO",45.817,26.383,19730721,20210206,1262.76
"605350_99999","DJELFA/TLETSI","AG",34.683,3.25,19490108,20210206,1264.76
"150440_99999","SUPURU DE JOS","RO",47.45,22.783,19730721,20210206,1265.21
"152170_99999","TARGU SECUIESC","RO",46,26.133,19730721,20210206,1265.42
"160520_99999","PIAN ROSA (MTN TOP)","IT",45.933,7.7,19650129,20210206,1266.89
"111520_99999","MATTSEE","AU",47.983,13.1,19730821,20210206,1271.75
"075890_99999","ST CHRISTOPHE","FR",44.947,6.188,19360702,20210206,1273.17
"154810_99999","MIHAIL KOGALNICEANU","RO",44.362,28.488,19730620,20210206,1275.96
"154800_99999","CONSTANTA","RO",44.217,28.65,19360101,20210206,1276.93
"151700_99999","MIERCUREA CIUC","RO",46.367,25.733,19660102,20210206,1277.72
"083060_99999","PALMA DE MALLORCA","SP",39.55,2.733,19730101,20210206,1280.89
"083030_99999","ALFABIA MTN RANGE","SP",39.733,2.717,19730101,20210206,1285.5
"067500_99999","GUETSCH OB ANDERMATT","SZ",46.65,8.617,19550101,20210206,1285.75
"128920_99999","NYIREGYHAZA","HU",47.984,21.692,19730101,20210206,1290.2
"074970_99999","BOURG ST-MAURICE","FR",45.617,6.767,19730101,20210206,1290.63
"154080_99999","CORUGEA","RO",44.733,28.35,19730804,20210206,1292.33
"069900_99999","VADUZ","LS",47.133,9.517,19730101,20210206,1292.87
"150100_99999","SATU MARE","RO",47.703,22.886,19520101,20210206,1294.04
"150850_99999","BISTRITA","RO",47.15,24.517,19660102,20210206,1296.82
"151270_99999","JOSENI","RO",46.7,25.517,19730721,20210206,1297.39
"111050_99999","FELDKIRCH","AU",47.267,9.617,19661006,20210206,1301.79
"075790_99999","CARITAT","FR",44.14,4.867,19730101,20210206,1302.11
"622590_99999","TAZERBO","LY",25.673,21.091,19620403,20210206,1304.1
"067300_99999","JUNGFRAUJOCH","SZ",46.55,7.983,19350101,20210206,1305.96
"605660_99999","NOUMERAT","AG",32.384,3.794,19590416,20210206,1307.68
"076460_99999","GARONS","FR",43.757,4.416,19730101,20210206,1309.66
"067200_99999","SION","SZ",46.22,7.327,19550101,20210206,1309.9
"066800_99999","SAENTIS","SZ",47.25,9.35,19350101,20210206,1310.56
"151070_99999","TOPLITA","RO",46.933,25.367,19730721,20210206,1311.87
"151940_99999","TARGU OCNA","RO",46.267,26.65,19730114,20210206,1313.96
"109540_99999","ALTENSTADT","GM",47.833,10.867,19321122,20210206,1314.06
"076450_99999","NIMES/COURBESSAC","FR",43.867,4.4,19360615,20210206,1317.14
"111010_99999","BREGENZ","AU",47.5,9.75,19650526,20210206,1319.23
"152650_99999","TECUCI","RO",45.85,27.417,19360102,20210206,1320.48
"604300_99999","MILIANA","AG",36.3,2.233,19490112,20210206,1320.51
"605450_99999","LAGHOUAT","AG",33.764,2.927,19490108,20210206,1323.37
"153100_99999","GALATI","RO",45.483,28.033,19350702,20210206,1327.11
"154090_99999","JURILOVCA","RO",44.767,28.883,19730105,20210206,1328.04
"076430_99999","MEDITERRANEE","FR",43.576,3.963,19730101,20210206,1331.03
"170700_99999","BOLU","TU",40.733,31.6,19730101,20210206,1336.68
"150690_99999","POIANA STAMPEI","RO",47.317,25.133,19730802,20210206,1337.38
"153350_99999","CATALOI","RO",45.062,28.714,19730105,20210206,1337.59
"075770_99999","MONTELIMAR/ANCONE","FR",44.583,4.733,19310401,20210206,1338.91
"077490_99999","CAP BEAR","FR",42.517,3.133,19730102,20210206,1339.58
"076410_99999","SETE","FR",43.4,3.7,19360615,20210206,1340.27
"074910_99999","AIX LES BAINS","FR",45.638,5.88,19730101,20210206,1342.25
"151080_99999","CEAHLAU TOACA","RO",46.983,25.95,19640201,20210206,1342.31
"081840_99999","GIRONA","SP",41.901,2.761,19731129,20210206,1343.18
"109350_99999","FRIEDRICHSHAFEN","GM",47.671,9.511,19290801,20210206,1344.64
"150330_99999","IEZER","RO",47.6,24.65,19730721,20210206,1344.89
"151500_99999","BACAU","RO",46.522,26.91,19520101,20210206,1348.47
"109470_99999","ALLGAU","GM",47.989,10.24,19370401,20210206,1349.98
"150040_99999","SIGHETUL MARMATIEI","RO",47.933,23.9,19650701,20210206,1350.03
"623180_99999","ALEXANDRIA INTL","EG",31.184,29.949,19370103,20210206,1352.61
"074860_99999","SAINT GEOIRS","FR",45.363,5.329,19730101,20210206,1354.58
"066600_99999","ZUERICH-FLUNTERN","SZ",47.383,8.567,19350101,20210206,1354.92
"151090_99999","PIATRA NEAMT","RO",46.917,26.383,19730721,20210206,1356.53
"066700_99999","ZURICH","SZ",47.465,8.549,19550101,20210206,1363.26
"151970_99999","BARLAD","RO",46.233,27.65,19660102,20210206,1363.47
"338850_99999","CAHUL","MD",45.883,28.233,19590101,20210206,1368.62
"077470_99999","RIVESALTES","FR",42.74,2.871,19290801,20210206,1369.13
"170220_99999","ZONGULDAK","TU",41.45,31.8,19570703,20210206,1373.9
"067000_99999","GENEVA COINTRIN","SZ",46.238,6.109,19350101,20210206,1375.54
"081800_99999","BARCELONA CITY","SP",41.417,2.133,19730101,20210206,1376.17
"081810_99999","BARCELONA","SP",41.297,2.078,19730101,20210206,1376.87
"606400_99999","ILLIZI TAKHAMALT","AG",26.724,8.623,19500201,20210206,1376.99
"066100_99999","PAYERNE","SZ",46.817,6.95,19590319,20210206,1379.01
"066200_99999","SCHAFFHAUSEN","SZ",47.683,8.617,19550101,20210206,1380.72
"172440_99999","KONYA","TU",37.979,32.562,19500102,20210206,1381.92
"153870_99999","SFANTU GHEORGHE DELTA","RO",44.9,29.6,19730102,20210206,1382.48
"150730_99999","TARGU NEAMT","RO",47.217,26.383,19730721,20210206,1382.87
"151110_99999","ROMAN","RO",46.967,26.917,19350701,20210206,1386.46
"075600_99999","MONT AIGOUAL","FR",44.117,3.583,19360107,20210206,1387.59
"083730_99999","IBIZA","SP",38.873,1.373,19730101,20210206,1389.17
"067020_99999","LA DOLE","SZ",46.433,6.1,19730101,20210206,1391.45
"081860_99999","SAN LORENZO","SP",41.633,2.017,19731108,20210206,1392.41
"074810_99999","SAINT EXUPERY","FR",45.726,5.091,19310103,20210206,1394.8
"604100_99999","TENES","AG",36.5,1.333,19490102,20210131,1398.01
"604250_99999","ECH CHELIFF","AG",36.213,1.332,19430107,20210206,1402.05
"171270_99999","AKINCI","TU",40.079,32.566,19730101,20210206,1402.24
"151130_99999","NEGRESTI","RO",46.85,27.45,19730721,20210206,1403.14
"074800_99999","BRON","FR",45.727,4.944,19730101,20210206,1403.61
"153600_99999","SULINA","RO",45.167,29.733,19360101,20210206,1408.38
"171290_99999","ETIMESGUT","TU",39.95,32.689,19450131,20210206,1410.3
"150070_99999","RADAUTI","RO",47.833,25.9,19730721,20210206,1417.11
"338810_99999","LEOVA","MD",46.483,28.283,19590101,20210206,1417.52
"072990_99999","BALE MULHOUSE","FR",47.59,7.53,19730101,20210206,1418.78
"176000_99999","PAFOS INTL","CY",34.718,32.486,19490101,20210206,1419.87
"150560_99999","COTNARI","RO",47.367,26.933,19730721,20210206,1421.66
"170200_99999","BARTIN","TU",41.633,32.333,19510101,20210206,1422.34
"338830_99999","KOMRAT","MD",46.3,28.633,19590101,20210206,1422.84
"150230_99999","STEFAN CEL MARE","RO",47.688,26.354,19730105,20210206,1423.53
"081170_99999","LA MOLINA","SP",42.333,1.933,19730103,20210206,1423.9
"075580_99999","MILLAU","FR",44.117,3.017,19360618,20210206,1426.81
"074750_99999","BOUTHEON","FR",45.541,4.296,19730101,20210206,1429.96
"076350_99999","SALVAZA","FR",43.216,2.306,19730101,20210206,1432.72
"150900_99999","IASI","RO",47.178,27.621,19360101,20210206,1439.05
"171280_99999","ESENBOGA","TU",40.128,32.995,19670101,20210206,1439.22
"150200_99999","BOTOSANI","RO",47.733,26.65,19570901,20210206,1440.76
"081750_99999","REUS","SP",41.147,1.167,19730101,20210206,1446.42
"074770_99999","LES SAUVAGES","FR",45.933,4.383,19730101,20210206,1451.78
"073850_99999","CHARNAY","FR",46.295,4.796,19730101,20210206,1453.55
"071970_99999","MEYENHEIM","FR",47.917,7.4,19730101,20210206,1453.83
"624200_99999","BAHARIA","EG",28.333,28.867,19490905,20210206,1462.52
"072880_99999","BESANCON/THISE(AUT)","FR",47.25,5.983,19730101,20210206,1463.72
"176010_99999","AKROTIRI","CY",34.59,32.988,19600103,20210206,1467.98
"604920_99999","RELIZANE","AG",35.75,0.617,19421114,20210206,1473.63
"337480_99999","CORNESTI","MD",47.333,28.083,19590101,20210206,1475.2
"605900_99999","EL GOLEA","AG",30.571,2.86,19490130,20210206,1483.14
"605500_99999","EL-BAYADH","AG",33.717,1.083,19490116,20210206,1486.88
"072920_99999","SAINT SAUVEUR","FR",47.783,6.364,19410301,20210206,1489.71
"082380_99999","TORTOSA","SP",40.817,0.5,19730101,20210206,1493.1
"338150_99999","CHISINAU","MD",47.017,28.983,19360101,20210206,1497.28
"083650_99999","DENIA","SP",38.833,0.117,19730102,20210206,1497.7
"624230_99999","FARAFRA","EG",27.05,27.983,19500313,20210109,1505.33
"081710_99999","LERIDA","SP",41.633,0.6,19730101,20210206,1505.82
"337450_99999","BALTI","MD",47.783,27.95,19480101,20210206,1506.1
"073790_99999","SAINT YAN","FR",46.413,4.013,19730103,20210206,1507.79
"072800_99999","LONGVIC","FR",47.269,5.09,19310101,20210206,1511.73
"076270_99999","ANTICHAN","FR",43.008,1.103,19730101,20210206,1514.03
"172480_99999","EREGLI/KONYA","TU",37.5,34.05,19730101,20210206,1514.21
"173300_99999","SILIFKE","TU",36.383,33.933,19630101,20210206,1514.53
"074600_99999","AUVERGNE","FR",45.787,3.169,19310102,20210206,1516.72
"076310_99999","FRANCAZAL","FR",43.546,1.368,19310101,20210206,1517.08
"076300_99999","BLAGNAC","FR",43.629,1.364,19730101,20210206,1521.12
"082860_99999","CASTELLON-ALMAZORA","SP",39.95,-0.067,19730101,20210206,1524.72
"171600_99999","KIRSEHIR","TU",39.15,34.167,19630111,20210206,1526.62
"605070_99999","GHRISS","AG",35.208,0.147,19430521,20210206,1526.88
"073740_99999","CHARMEIL","FR",46.17,3.404,19730101,20210206,1527.52
"170740_99999","KASTAMONU","TU",41.314,33.796,19630101,20210206,1531.34
"623660_99999","CAIRO INTL","EG",30.122,31.406,19431031,20210206,1533.57
"623330_99999","PORT SAID","EG",31.267,32.3,19490301,20210206,1542.72
"623780_99999","HELWAN","EG",29.867,31.333,19381002,20210201,1543.36
"082850_99999","VALENCIA VIVEROS","SP",39.483,-0.383,19730101,20210206,1545.96
"072830_99999","LANGRES","FR",47.85,5.333,19730101,20210206,1545.99
"082900_99999","ALCIRA/ALZIRA","SP",39.15,-0.433,19730102,20210206,1547.36
"170240_99999","INEBOLU","TU",41.983,33.783,19730101,20210206,1548.89
"083590_99999","ALICANTE","SP",38.367,-0.5,19730101,20210206,1549.81
"338370_99999","ODESA INTL","UP",46.427,30.676,19320101,20210206,1551.46
"082840_99999","VALENCIA","SP",39.489,-0.482,19730101,20210206,1554.51
"083600_99999","ALICANTE","SP",38.282,-0.558,19730101,20210206,1554.81
"337540_99999","RIBNITA","MD",47.767,29.017,19590101,20210206,1558.42
"605400_99999","EL-KHEITER","AG",34.15,0.067,19490116,20210204,1562.48
"075350_99999","GOURDON","FR",44.75,1.4,19730101,20210206,1573.52
"624400_99999","ISMAILIA","EG",30.6,32.25,19431031,20210206,1574.65
"084330_99999","MURCIA SAN JAVIER","SP",37.775,-0.812,19730101,20210206,1577.94
"604900_99999","ES SENIA","AG",35.624,-0.621,19490102,20210206,1586.41
"604610_99999","ORAN-PORT","AG",35.7,-0.65,19510118,20210201,1587.51
"080940_99999","HUESCA-PIRINEOS","SP",42.083,-0.333,19730102,20210206,1593.71
"072600_99999","FOURCHAMBAULT","FR",47.003,3.113,19730102,20210206,1602.63
"075240_99999","LA GARENNE","FR",44.175,0.591,19730101,20210206,1602.72
"076210_99999","LOURDES","FR",43.179,-0.006,19730101,20210206,1605.23
"084300_99999","MURCIA","SP",38,-1.167,19730101,20210206,1608.47
"170840_99999","CORUM","TU",40.55,34.95,19730101,20210206,1610.63
"084290_99999","ALCANTARILLA","SP",37.951,-1.23,19730101,20210206,1614.14
"623870_99999","MINYA","EG",28.083,30.733,19381002,20210206,1617.11
"082350_99999","TERUEL","SP",40.35,-1.117,19730101,20210206,1619.29
"339240_99999","CHORNOMORS'KE","UP",45.517,32.7,19361231,20210206,1623.99
"173520_99999","ADANA","TU",36.982,35.28,19450412,20210206,1627.06
"337610_99999","LIUBASHIVKA","UP",47.85,30.267,19480401,20210206,1631.29
"072570_99999","AVORD","FR",47.05,2.65,19310401,20210206,1633.28
"074280_99999","BASSILLAC","FR",45.198,0.816,19730101,20210206,1637.73
"173500_33308","ADANA/INCIRLIK","TU",37,35.417,19730101,20210206,1639.02
"081600_99999","ZARAGOZA AB","SP",41.666,-1.042,19730101,20210206,1639.45
"171950_99999","ERKILET","TU",38.77,35.495,19660722,20210206,1639.57
"076100_99999","PAU PYRENEES","FR",43.38,-0.419,19360615,20210206,1644.37
"082330_99999","CALAMOCHA","SP",40.933,-1.3,19730101,20210206,1644.57
"074340_99999","BELLEGARDE","FR",45.863,1.179,19730101,20210206,1650.2
"072550_99999","BOURGES","FR",47.058,2.37,19730101,20210206,1650.56
"081570_99999","DAROCA I","SP",41.117,-1.417,19730101,20210128,1657.85
"170260_99999","SINOP","TU",42.033,35.167,19570701,20210206,1661.11
"170820_99999","MERZIFON","TU",40.829,35.522,19500101,20210206,1663.23
"082800_99999","ALBACETE","SP",38.949,-1.864,19730101,20210206,1669.96
"605600_99999","AIN-SEFRA","AG",32.767,-0.6,19490112,20210206,1669.96
"076070_99999","MONT DE MARSAN","FR",43.912,-0.508,19310401,20210206,1672.18
"073540_34048","CHATEAURROUX DEOLS","FR",46.867,1.717,19360102,20210206,1677.61
"339460_99999","SIMFEROPOL'","UP",44.683,34.133,19360101,20210206,1680.59
"339020_99999","KHERSON","UP",46.633,32.567,19320101,20210206,1682
"080870_99999","BARDENAS REALES","SP",42.2,-1.45,19700119,20210206,1686.29
"082320_99999","MOLINA DE ARAGON","SP",40.85,-1.883,19730102,20210206,1691.54
"400220_99999","LATTAKIA","SY",35.533,35.767,19370201,20210124,1692.66
"624320_99999","DAKHLA","EG",25.5,28.967,19380310,20210110,1700.1
"082310_99999","CUENCA","SP",40.067,-2.133,19730101,20210206,1701.44
"076030_99999","DAX SEYRESSE","FR",43.683,-1.067,19730101,20210206,1705.12
"074200_99999","CHAMPNIERS","FR",45.717,0.217,19310402,20210206,1706.6
"401550_99999","HAIFA","IS",32.809,35.043,19490301,20210206,1709.39
"072470_99999","ROMORANTIN/PRUNIERS","FR",47.317,1.683,19360701,20210206,1709.4
"173700_99999","ISKENDERUN","TU",36.573,36.154,19510101,20210206,1709.45
"400250_99999","BASSEL AL ASSAD INTL","SY",35.401,35.949,19500711,20210206,1711.65
"401000_99999","RAFIC HARIRI INTL","LE",33.821,35.488,19321019,20210206,1712.87
"623930_99999","ASYUT INTL","EG",27.047,31.012,19490323,20210206,1714.26
"606610_99999","ABDENNIZI","AG",25.217,5.117,19500201,20210206,1717.68
"080850_99999","PAMPLONA","SP",42.77,-1.646,19730313,20210206,1718.42
"601150_99999","ANGADS","MO",34.787,-1.924,19490110,20210206,1721.57
"401030_99999","TRIPOLI","LE",34.45,35.8,19370104,20210206,1721.79
"084870_99999","ALMERIA","SP",36.844,-2.37,19310102,20210206,1722.96
"075100_99999","MERIGNAC","FR",44.828,-0.716,19310101,20210206,1727.43
"401800_99999","BEN GURION","IS",32.011,34.887,19431101,20210206,1728.65
"076020_99999","ANGLET","FR",43.468,-1.523,19290801,20210206,1731.97
"170300_99999","SAMSUN","TU",41.283,36.3,19510101,20210206,1736.12
"401040_99999","MERDJAYOUN","LE",33.367,35.583,19490130,20210124,1736.45
"074120_99999","CHATEAUBERNARD","FR",45.658,-0.318,19730101,20210206,1740.1
"400660_99999","SAFITA","SY",34.817,36.133,19630117,20210206,1741.7
"401530_99999","HAR-KNAAN (ZEFAT)","IS",32.967,35.5,19500301,20210206,1743.56
"075020_99999","CAZAUX","FR",44.533,-1.125,19360706,20210206,1743.98
"401010_99999","HOUCHE-AL-OUMARA","LE",33.817,35.85,19490130,20210206,1745.1
"080290_99999","SAN SEBASTIAN","SP",43.357,-1.791,19730101,20210206,1748.73
"073350_99999","BIARD","FR",46.588,0.307,19360615,20210206,1749.81
"072490_99999","BRICY","FR",47.988,1.761,19360102,20210206,1750.82
"075000_99999","CAP FERRET","FR",44.633,-1.25,19730101,20210206,1757.44
"081480_99999","SORIA","SP",41.783,-2.483,19730101,20210206,1759.39
"080840_99999","LOGRONO/AGONCILLO","SP",42.45,-2.333,19730101,20210206,1763.66
"080270_99999","SAN SEBASTIAN/IGUELDO","SP",43.3,-2.033,19730101,20210206,1765.53
"170900_99999","SIVAS","TU",39.814,36.903,19630103,20210206,1766.72
"606070_99999","TIMIMOUN","AG",29.237,0.276,19660722,20210206,1773.06
"072400_99999","VAL DE LOIRE","FR",47.432,0.728,19310101,20210206,1775.16
"400300_99999","HAMA","SY",35.117,36.75,19570630,20210206,1789.4
"082260_99999","GUADALAJARA","SP",40.667,-3.167,19730101,20210206,1796.13
"603380_99999","MELILLA","SP",35.28,-2.956,19641001,20210206,1801.78
"080800_99999","VITORIA","SP",42.883,-2.724,19730101,20210206,1806.72
"624350_99999","KHARGA","EG",25.45,30.533,19570101,20210206,1806.9
"400070_99999","ALEPPO INTL","SY",36.181,37.224,19370105,20210206,1810.46
"603400_99999","NADOR-AROUI","MO",34.983,-3.017,19500201,20210206,1814.1
"400800_99999","DAMASCUS INTL","SY",33.412,36.516,19370101,20210206,1817.44
"082270_99999","TORREJON","SP",40.497,-3.446,19571001,20210206,1817.45
"172600_99999","OGUZELI","TU",36.947,37.479,19730101,20210206,1822.32
"402700_99999","MARKA INTL","JO",31.973,35.992,19490301,20210206,1826.49
"082210_99999","BARAJAS","SP",40.494,-3.567,19310102,20210206,1827.62
"624590_99999","EL TOR","EG",28.209,33.646,19381101,20210206,1833.32
"080250_99999","BILBAO","SP",43.301,-2.911,19730101,20210206,1833.8
"402650_99999","KING HUSSEIN","JO",32.356,36.259,19530301,20210206,1833.97
"073140_99999","CHASSIRON","FR",46.05,-1.417,19730101,20210206,1835.93
"082240_99999","GETAFE","SP",40.294,-3.724,19730101,20210206,1838.73
"072350_99999","ARNAGE","FR",47.949,0.202,19730103,20210206,1840.69
"084170_99999","JAEN","SP",37.783,-3.817,19730201,20210206,1842.34
"084190_99999","GRANADA","SP",37.189,-3.777,19730101,20210206,1843.78
"082230_99999","CUATRO VIENTOS","SP",40.371,-3.785,19730719,20210206,1844.68
"083480_99999","CIUDAD REAL","SP",38.983,-3.917,19730101,20210206,1847.93
"401990_99999","EILAT","IS",29.561,34.96,19510101,20210206,1858.2
"403400_99999","AQABA KING HUSSEIN INTL","JO",29.612,35.018,19610701,20210206,1860.16
"072300_99999","BEAUCOUZE","FR",47.483,-0.6,19360616,20210206,1861.32
"605710_99999","BECHAR","AG",31.646,-2.27,19570101,20210206,1862.68
"082720_99999","TOLEDO","SP",39.883,-4.05,19730101,20210206,1863
"080750_99999","BURGOS","SP",42.358,-3.621,19730101,20210206,1864.65
"172000_99999","ERHAC","TU",38.435,38.091,19500106,20210206,1865.65
"082150_99999","NAVACERRADA PUERTO","SP",40.8,-4.017,19730101,20210206,1869.17
"339830_99999","KERCH","UP",45.4,36.417,19320101,20210206,1877.39
"082130_99999","SEGOVIA","SP",40.95,-4.133,19730101,20210206,1880.85
"601070_99999","CHERIF EL IDRISSI","MO",35.177,-3.84,19650307,20210206,1882.89
"403100_99999","MA'AN","JO",30.167,35.783,19610701,20210205,1894.46
"606200_99999","TOUAT CHEIKH SIDI MOHAMED BELKEBIR","AG",27.838,-0.186,19490130,20210206,1898.42
"170340_99999","GIRESUN","TU",40.917,38.383,19730101,20210206,1903.45
"072220_99999","NANTES ATLANTIQUE","FR",47.153,-1.611,19370601,20210206,1907.52
"080210_99999","SANTANDER","SP",43.427,-3.82,19730101,20210206,1908.53
"080230_99999","SANTANDER","SP",43.483,-3.8,19730101,20210206,1908.62
"084820_99999","MALAGA","SP",36.675,-4.499,19730101,20210206,1913.95
"402600_99999","PRINCE HASAN","JO",32.161,37.149,19640113,20210206,1919.94
"601270_99999","TAZA","MO",34.217,-4,19591017,20210206,1921.89
"082100_99999","AVILA","SP",40.667,-4.683,19730101,20210206,1923.56
"606020_99999","BENI-ABBES","AG",30.133,-2.167,19730101,20210206,1926.71
"370010_99999","VITYAZEVO","RS",45.002,37.347,19590101,20210206,1928.54
"346010_99999","ZAPORIZHZHIA INTL","UP",47.867,35.316,19581230,20210206,1931.23
"073000_99999","SAINT-SAUVEUR","FR",46.7,-2.333,19730101,20210206,1931.65
"084100_99999","CORDOBA","SP",37.842,-4.849,19730101,20210206,1932.65
"172700_99999","SANLIURFA","TU",37.133,38.767,19630105,20210206,1934.16
"606450_99999","REGGANE","AG",26.717,0.283,19500215,20210206,1938.34
"624050_99999","LUXOR INTL","EG",25.671,32.707,19431130,20210206,1941.93
"081410_99999","VALLADOLID","SP",41.633,-4.75,19730101,20210206,1942.29
"072170_99999","MONTOIR","FR",47.312,-2.149,19730101,20210206,1951.67
"081400_99999","VALLADOLID","SP",41.706,-4.852,19730101,20210206,1951.9
"083350_99999","HINOJOSA DEL DUQUE","SP",38.517,-5.117,19730101,20210206,1952.69
"172020_99999","ELAZIG","TU",38.607,39.291,19730101,20210206,1969.81
"170920_99999","ERZINCAN","TU",39.71,39.527,19500101,20210206,1990.64
"082020_99999","SALAMANCA","SP",40.952,-5.502,19730101,20210206,1995.43
"084950_99999","GIBRALTAR","GI",36.151,-5.35,19580101,20210206,1997.74
"603200_99999","CEUTA","SP",35.917,-5.35,19650101,20210206,2001.98
"603180_99999","SANIAT RMEL","MO",35.594,-5.32,19500310,20210206,2005.68
"083970_99999","MORON AB","SP",37.175,-5.616,19580102,20210206,2006.44
"601410_99999","SAISS","MO",33.927,-4.978,19441101,20210206,2017.46
"081300_99999","ZAMORA","SP",41.517,-5.733,19730101,20210205,2021.74
"072070_99999","BELLE ILE-LE TALUT","FR",47.3,-3.218,19310102,20210206,2022.12
"170380_99999","TRABZON","TU",40.995,39.79,19510101,20210206,2022.16
"084580_99999","TARIFA","SP",36,-5.6,19730101,20210206,2022.67
"370180_99999","TUAPSE","RS",44.1,39.033,19360101,20210119,2024.59
"083910_99999","SEVILLA","SP",37.418,-5.893,19730101,20210206,2028.21
"348240_99999","PRIMORSKO-AHTARSK","RS",46.033,38.15,19480102,20210206,2029.06
"347120_99999","MARIUPOL'","UP",47.033,37.5,19361231,20210206,2029.49
"080550_99999","LEON","SP",42.589,-5.656,19730101,20210206,2033.78
"602100_99999","MOULAY ALI CHERIF","MO",31.948,-4.398,19730101,20210206,2036.11
"601950_99999","MIDELT","MO",32.683,-4.733,19490130,20210206,2037.22
"601000_99999","TANGER-PORT","MO",35.783,-5.8,19490102,20210206,2044.59
"084510_99999","JEREZ","SP",36.745,-6.06,19730101,20210206,2051.3
"172800_99999","DIYARBAKIR","TU",37.894,40.201,19500101,20210206,2053.2
"601010_99999","IBN BATOUTA","MO",35.727,-5.917,19570101,20210206,2056.12
"082610_99999","CACERES","SP",39.467,-6.333,19730101,20210206,2057.11
"080140_99999","GIJON-MUSEL","SP",43.567,-5.7,19730101,20210205,2059.72
"072050_99999","LANN BIHOUE","FR",47.761,-3.44,19730101,20210206,2060.89
"349290_99999","KRASNODAR","RS",45.033,39.15,19320101,20210206,2063.7
"403750_99999","TABUK","SA",28.365,36.619,19730101,20210206,2065.33
"601500_99999","BASSATINE","MO",33.879,-5.515,19490116,20210206,2066.71
"080150_99999","OVIEDO","SP",43.35,-5.867,19730313,20210206,2067.51
"084530_99999","SAN FERNANDO","SP",36.467,-6.2,19310103,20210206,2067.93
"347270_99999","EJSK","RS",46.8,38.267,19320102,20210206,2071.22
"084520_99999","CADIZ OBS","SP",36.5,-6.25,19730101,20210206,2071.83
"403560_99999","TURAIF","SA",31.693,38.731,19510406,20210206,2078.12
"084490_13025","ROTA NAVAL AIR STATION","SP",36.65,-6.35,19730101,20210206,2078.38
"371710_99999","SOCHI","RS",43.45,39.957,19590101,20210206,2079.06
"601050_99999","LARACHE","MO",35.15,-6.1,19620506,20210206,2084.91
"080110_99999","ASTURIAS","SP",43.564,-6.035,19730101,20210206,2086
